pit_stop_id,race_id,driver_id,constructor_id,lap,stop_number,duration_ms
1855,873,814,10,32,2,21344
1856,873,813,3,33,2,21118
1857,873,817,5,34,2,21516
1858,873,811,3,34,4,21520
1859,873,18,1,35,2,21099
1860,873,818,5,35,2,21431
1861,873,13,6,36,2,20778
1862,873,30,130,36,2,20379
1863,873,20,9,37,2,20346
1864,873,37,163,36,2,22487
1865,873,10,204,40,2,21520
1866,873,5,205,41,2,22678
1867,873,809,205,42,2,21367
1868,873,809,205,48,3,14250
1869,874,155,15,1,1,33003
1870,874,155,15,7,2,13986
1871,874,1,1,13,1,19638
1872,874,808,10,13,1,22125
1873,874,154,206,13,1,21681
1874,874,30,130,13,1,20087
1875,874,818,5,13,1,20865
1876,874,5,205,13,1,21896
1877,874,17,9,14,1,19811
1878,874,13,6,14,1,20607
1879,874,8,206,14,1,20211
1880,874,817,5,14,1,20151
1881,874,811,3,14,1,21886
1882,874,809,205,14,1,22278
1883,874,10,204,14,1,22334
1884,874,20,9,15,1,19830
1885,874,4,6,15,1,19930
1886,874,814,10,15,1,20805
1887,874,819,204,17,1,21302
1888,874,815,15,18,1,24408
1889,874,39,163,18,1,22749
1890,874,813,3,21,1,21137
1891,874,1,1,26,2,20777
1892,874,814,10,28,2,20218
1893,874,154,206,31,2,20935
1894,874,10,204,31,2,20494
1895,874,17,9,32,2,19616
1896,874,808,10,32,2,20982
1897,874,30,130,32,2,20276
1898,874,811,3,32,2,22813
1899,874,809,205,32,2,21581
1900,874,815,15,33,2,20767
1901,874,5,205,33,2,21489
1902,874,4,6,34,2,20090
1903,874,817,5,34,2,20804
1904,874,20,9,35,2,19801
1905,874,13,6,35,2,20855
1906,874,8,206,35,2,21012
1907,874,819,204,34,2,22019
1908,874,818,5,38,2,21188
1909,874,1,1,42,3,19447
1910,875,818,5,1,1,25097
1911,875,30,130,1,1,25036
1912,875,815,15,14,1,21336
1913,875,815,15,19,2,24508
1914,875,18,1,25,1,21509
1915,875,811,3,26,1,22047
1916,875,39,163,26,1,24544
1917,875,8,206,27,1,21404
1918,875,3,130,27,1,21490
1919,875,813,3,27,1,22003
1920,875,817,5,27,1,22637
1921,875,13,6,28,1,21100
1922,875,808,10,28,1,21654
1923,875,814,10,28,1,23948
1924,875,819,204,28,1,22692
1925,875,4,6,29,1,20800
1926,875,17,9,30,1,20808
1927,875,813,3,30,2,28053
1928,875,809,205,31,1,22445
1929,875,10,204,31,1,27303
1930,875,1,1,32,1,20852
1931,875,5,205,32,1,22967
1932,875,20,9,33,1,20707
1933,875,37,163,32,1,23830
1934,875,818,5,33,2,21658
1935,875,30,130,33,2,21322
1936,875,154,206,36,1,20976
1937,875,155,15,36,1,22726
1938,876,3,130,1,1,29277
1939,876,154,206,1,1,26057
1940,876,814,10,1,1,26670
1941,876,818,5,9,1,20319
1942,876,154,206,9,2,21017
1943,876,814,10,9,2,19829
1944,876,20,9,13,1,24962
1945,876,155,15,25,1,19529
1946,876,13,6,26,1,19585
1947,876,817,5,26,1,20122
1948,876,819,204,26,1,21941
1949,876,30,130,27,1,19701
1950,876,10,204,27,1,19884
1951,876,809,205,27,1,20769
1952,876,4,6,28,1,19368
1953,876,5,205,28,1,23032
1954,876,37,163,28,1,22272
1955,876,18,1,29,1,19455
1956,876,813,3,29,1,20723
1957,876,815,15,30,1,19486
1958,876,17,9,30,1,19066
1959,876,8,206,31,1,20278
1960,876,811,3,32,1,22587
1961,876,818,5,33,2,19885
1962,876,20,9,37,2,19918
1963,876,815,15,38,2,33431
1964,876,817,5,38,2,21231
1965,876,814,10,39,3,20265
1966,876,30,130,41,2,21270
1967,876,815,15,44,3,26858
1968,877,154,206,9,1,21190
1969,877,155,15,13,1,24079
1970,877,30,130,14,1,22263
1971,877,808,10,17,1,22099
1972,877,1,1,20,1,20814
1973,877,4,6,20,1,24439
1974,877,811,3,20,1,22143
1975,877,20,9,21,1,20904
1976,877,814,10,21,1,22498
1977,877,813,3,21,1,22342
1978,877,5,205,21,1,22713
1979,877,10,204,21,1,23092
1980,877,815,15,22,1,22079
1981,877,809,205,23,1,22762
1982,877,8,206,24,1,24840
1983,877,37,163,24,1,24798
1984,877,39,163,25,1,24497
1985,877,13,6,26,1,21520
1986,877,819,204,26,1,22379
1987,877,817,5,30,1,22651
1988,877,814,10,30,2,22444
1989,877,3,130,34,1,21346
1990,877,18,1,35,1,21445
1991,877,30,130,39,2,21297
1992,878,8,206,5,1,21541
1993,878,30,130,5,1,25980
1994,878,155,15,8,1,27266
1995,878,30,130,8,2,22486
1996,878,3,130,9,1,23018
1997,878,817,5,9,1,22838
1998,878,17,9,9,1,23127
1999,878,1,1,10,1,24410
2000,878,4,6,10,1,22472
2001,878,20,9,10,1,20997
2002,878,814,10,10,1,28336
2003,878,39,163,13,1,27113
2004,878,819,204,13,1,24427
2005,878,10,204,14,1,23251
2006,878,809,205,14,1,23031
2007,878,37,163,14,1,25787
2008,878,13,6,15,1,22596
2009,878,818,5,15,1,22362
2010,878,5,205,15,1,23429
2011,878,30,130,17,3,22243
2012,878,1,1,18,2,21606
2013,878,4,6,18,2,23000
2014,878,155,15,18,2,24254
2015,878,3,130,18,2,21806
2016,878,814,10,18,2,21364
2017,878,20,9,19,2,22016
2018,878,17,9,19,2,21232
2019,878,817,5,19,2,21182
2020,878,8,206,19,2,22731
2021,878,13,6,19,2,21680
2022,878,10,204,19,2,21442
2023,878,809,205,19,2,27452
2024,878,5,205,19,2,38291
2025,878,37,163,19,2,26573
2026,878,818,5,20,2,21302
2027,878,819,204,20,2,22746
2028,878,39,163,20,2,26739
2029,878,3,130,20,3,24262
2030,878,808,10,23,1,21347
2031,878,18,1,23,1,21550
2032,878,818,5,29,3,25976
2033,878,10,204,31,3,23544
2034,878,5,205,37,3,22721
2035,878,3,130,50,4,31768
2036,878,37,163,50,3,25375
2037,878,817,5,51,3,21444
2038,878,39,163,51,3,23625
2039,878,20,9,52,3,21256
2040,878,8,206,53,3,32309
2041,878,155,15,54,3,32823
2042,878,30,130,54,4,21827
2043,878,20,9,54,4,28932
2044,878,809,205,54,3,22702
2045,878,13,6,55,3,22427
2046,878,17,9,55,3,21006
2047,878,819,204,55,3,23082
2048,878,4,6,56,3,21862
2049,878,818,5,56,4,22061
2050,878,37,163,55,4,24510
2051,878,817,5,56,4,22923
2052,878,18,1,57,2,21456
2053,878,39,163,55,4,27480
2054,878,808,10,57,2,22250
2055,878,5,205,56,4,23002
2056,878,10,204,56,4,24816
2057,878,814,10,57,3,22389
2058,878,808,10,58,3,14128
2059,878,5,205,59,5,21849
2060,878,817,5,61,5,21973
2061,879,18,1,4,1,22282
2062,879,17,9,5,1,24240
2063,879,154,206,5,1,22239
2064,879,821,15,5,1,22316
2065,879,822,3,6,1,23528
2066,879,820,204,6,1,36564
2067,879,20,9,7,1,21807
2068,879,823,205,7,1,24104
2069,879,13,6,8,1,21754
2070,879,814,10,8,1,23010
2071,879,819,205,8,1,23394
2072,879,4,6,9,1,21792
2073,879,8,206,9,1,22709
2074,879,818,5,9,1,23074
2075,879,824,204,9,1,23371
2076,879,813,3,10,1,23099
2077,879,1,130,13,1,22155
2078,879,3,130,14,1,22274
2079,879,817,5,15,1,23435
2080,879,815,1,16,1,23677
2081,879,823,205,16,2,23834
2082,879,17,9,18,2,21717
2083,879,154,206,19,2,22133
2084,879,820,204,19,2,30838
2085,879,4,6,20,2,21606
2086,879,18,1,20,2,23571
2087,879,16,10,21,1,22693
2088,879,20,9,21,2,22704
2089,879,13,6,23,2,21511
2090,879,815,1,23,2,22004
2091,879,818,5,24,2,24688
2092,879,822,3,24,2,23215
2093,879,821,15,27,2,22315
2094,879,824,204,27,2,23387
2095,879,817,5,30,2,24177
2096,879,1,130,31,2,22015
2097,879,814,10,33,2,23051
2098,879,8,206,34,2,22181
2099,879,819,205,33,2,23509
2100,879,823,205,34,3,23917
2101,879,820,204,34,3,22948
2102,879,13,6,36,3,21509
2103,879,20,9,37,3,21596
2104,879,18,1,37,3,21538
2105,879,154,206,37,3,22534
2106,879,17,9,38,3,21515
2107,879,4,6,39,3,21704
2108,879,822,3,40,3,24060
2109,879,815,1,41,3,21705
2110,879,1,130,42,3,21778
2111,879,818,5,44,3,23160
2112,879,16,10,46,2,22749
2113,879,824,204,50,3,22669
2114,880,20,9,5,1,21135
2115,880,13,6,5,1,22403
2116,880,16,10,6,1,37833
2117,880,817,5,6,1,22416
2118,880,8,206,6,1,25905
2119,880,814,10,6,1,43713
2120,880,813,3,6,1,24737
2121,880,823,205,6,1,23252
2122,880,824,204,6,1,26546
2123,880,822,3,6,1,24960
2124,880,820,204,6,1,30365
2125,880,17,9,7,1,21010
2126,880,1,130,7,1,24933
2127,880,18,1,7,1,22448
2128,880,808,15,7,1,22996
2129,880,815,1,7,1,21583
2130,880,154,206,7,1,22105
2131,880,821,15,7,1,24397
2132,880,818,5,7,1,49216
2133,880,819,205,7,1,44428
2134,880,3,130,8,1,22028
2135,880,813,3,13,2,32561
2136,880,824,204,17,2,23755
2137,880,823,205,18,2,22706
2138,880,17,9,19,2,20736
2139,880,817,5,19,2,22388
2140,880,820,204,19,2,22668
2141,880,13,6,20,2,21635
2142,880,154,206,20,2,21812
2143,880,819,205,20,2,25015
2144,880,1,130,21,2,21465
2145,880,18,1,21,2,21028
2146,880,808,15,21,2,21699
2147,880,8,206,21,2,22677
2148,880,20,9,22,2,21339
2149,880,3,130,22,2,21079
2150,880,815,1,22,2,20894
2151,880,821,15,22,2,22575
2152,880,822,3,22,2,28045
2153,880,818,5,26,2,21638
2154,880,823,205,28,3,25118
2155,880,824,204,29,3,22017
2156,880,1,130,30,3,21549
2157,880,17,9,31,3,20883
2158,880,3,130,31,3,22114
2159,880,20,9,32,3,21482
2160,880,820,204,31,3,22115
2161,880,813,3,32,3,22703
2162,880,819,205,32,3,23373
2163,880,13,6,33,3,21561
2164,880,815,1,33,3,21338
2165,880,817,5,33,3,22008
2166,880,808,15,34,3,22629
2167,880,8,206,34,3,21903
2168,880,154,206,35,3,22385
2169,880,821,15,36,3,22394
2170,880,822,3,40,3,22937
2171,880,1,130,41,4,21271
2172,880,20,9,42,4,20757
2173,880,3,130,42,4,21202
2174,880,820,204,41,4,22271
2175,880,17,9,43,4,20767
2176,880,823,205,42,4,22744
2177,880,818,5,43,3,21702
2178,880,824,204,43,4,22335
2179,880,808,15,44,4,23198
2180,880,819,205,43,4,23844
2181,880,13,6,47,4,20970
2182,880,821,15,51,4,22542
2183,880,815,1,54,4,21366
2184,881,17,9,1,1,21287
2185,881,817,5,4,1,24946
2186,881,1,130,5,1,20379
2187,881,3,130,5,1,22299
2188,881,819,205,5,1,21265
2189,881,4,6,6,1,19719
2190,881,8,206,6,1,20753
2191,881,824,204,6,1,21097
2192,881,823,205,6,1,20905
2193,881,13,6,7,1,20753
2194,881,154,206,7,1,20083
2195,881,813,3,7,1,20794
2196,881,820,204,7,1,21063
2197,881,808,15,14,1,22838
2198,881,20,9,14,1,19323
2199,881,814,10,14,1,20598
2200,881,17,9,15,2,26956
2201,881,818,5,15,1,20977
2202,881,822,3,16,1,21614
2203,881,824,204,16,2,24834
2204,881,819,205,17,2,22183
2205,881,13,6,19,2,20027
2206,881,3,130,19,2,19894
2207,881,3,130,20,3,22727
2208,881,823,205,20,2,20743
2209,881,1,130,21,2,20584
2210,881,8,206,21,2,20759
2211,881,820,204,21,2,25091
2212,881,4,6,23,2,20521
2213,881,18,1,23,1,19898
2214,881,154,206,23,2,20286
2215,881,817,5,23,2,20303
2216,881,813,3,23,2,21517
2217,881,815,1,24,1,19969
2218,881,808,15,29,2,20327
2219,881,20,9,31,2,20084
2220,881,815,1,31,2,20253
2221,881,814,10,32,2,20320
2222,881,824,204,32,3,20625
2223,881,819,205,33,3,21294
2224,881,820,204,33,3,25151
2225,881,8,206,34,3,20464
2226,881,822,3,34,2,22217
2227,881,808,15,36,3,19957
2228,881,13,6,36,3,19449
2229,881,1,130,37,3,19600
2230,881,154,206,37,3,20109
2231,881,818,5,37,2,20235
2232,881,823,205,37,3,21067
2233,881,817,5,38,3,20362
2234,881,813,3,39,3,20982
2235,881,4,6,41,3,21012
2236,881,818,5,43,3,20716
2237,881,18,1,49,2,19862
2238,881,20,9,51,3,20191
2239,881,822,3,51,3,21490
2240,881,814,10,53,3,19831
2241,882,821,15,1,1,28102
2242,882,16,10,1,1,26495
2243,882,823,205,2,1,28344
2244,882,818,5,2,1,41485
2245,882,4,6,7,1,23055
2246,882,17,9,8,1,21798
2247,882,154,206,8,1,24605
2248,882,4,6,8,2,21436
2249,882,3,130,9,1,22237
2250,882,18,1,9,1,23093
2251,882,817,5,9,1,22529
2252,882,824,204,9,1,24325
2253,882,20,9,10,1,21660
2254,882,13,6,10,1,21665
2255,882,815,1,10,1,21471
2256,882,1,130,10,1,22072
2257,882,813,3,10,1,23173
2258,882,820,204,10,1,22745
2259,882,819,205,11,1,22912
2260,882,808,15,12,1,21656
2261,882,822,3,13,1,22729
2262,882,814,10,14,1,22009
2263,882,823,205,14,2,22950
2264,882,8,206,16,1,22715
2265,882,821,15,16,2,21997
2266,882,13,6,17,2,21722
2267,882,16,10,18,2,22199
2268,882,3,130,20,2,21331
2269,882,815,1,20,2,21161
2270,882,17,9,21,2,21221
2271,882,18,1,21,2,21894
2272,882,1,130,22,2,21444
2273,882,824,204,22,2,23455
2274,882,813,3,23,2,22220
2275,882,819,205,23,2,22576
2276,882,820,204,23,2,24141
2277,882,4,6,24,3,21123
2278,882,20,9,25,2,21290
2279,882,823,205,24,3,22252
2280,882,817,5,25,2,22028
2281,882,808,15,26,2,22400
2282,882,154,206,27,2,21608
2283,882,13,6,28,3,21569
2284,882,822,3,29,2,28408
2285,882,3,130,33,3,21183
2286,882,821,15,33,3,22438
2287,882,8,206,34,2,21723
2288,882,18,1,34,3,21696
2289,882,819,205,35,3,23263
2290,882,814,10,36,2,22475
2291,882,13,6,36,4,27757
2292,882,824,204,36,3,22817
2293,882,17,9,37,3,21031
2294,882,820,204,37,3,26004
2295,882,1,130,38,3,21600
2296,882,815,1,39,3,21319
2297,882,4,6,39,4,21189
2298,882,813,3,39,3,22066
2299,882,823,205,39,4,22380
2300,882,808,15,41,3,22814
2301,882,817,5,41,3,22623
2302,882,20,9,42,3,21906
2303,882,154,206,42,3,21556
2304,882,16,10,42,3,22346
2305,882,821,15,43,4,22246
2306,882,3,130,44,4,21267
2307,882,18,1,46,4,21230
2308,882,820,204,46,4,22552
2309,882,822,3,47,3,23837
2310,882,823,205,47,5,23375
2311,882,824,204,48,4,23803
2312,883,824,204,2,1,29994
2313,883,17,9,7,1,19668
2314,883,13,6,8,1,19490
2315,883,808,15,8,1,19993
2316,883,813,3,8,1,20205
2317,883,819,205,8,1,20734
2318,883,4,6,9,1,18909
2319,883,1,130,9,1,22018
2320,883,814,10,9,1,20615
2321,883,818,5,9,1,19772
2322,883,823,205,9,1,21686
2323,883,822,3,9,1,21171
2324,883,3,130,10,1,19414
2325,883,20,9,10,1,18606
2326,883,8,206,10,1,19978
2327,883,815,1,10,1,19250
2328,883,817,5,10,1,19795
2329,883,18,1,11,1,18810
2330,883,821,15,13,1,22144
2331,883,813,3,13,2,13266
2332,883,820,204,15,1,25294
2333,883,824,204,16,2,20656
2334,883,814,10,19,2,19792
2335,883,13,6,20,2,19373
2336,883,17,9,20,2,19151
2337,883,818,5,20,2,20671
2338,883,813,3,20,3,23139
2339,883,823,205,20,2,22029
2340,883,4,6,21,2,19952
2341,883,808,15,21,2,19402
2342,883,16,10,22,2,20306
2343,883,815,1,23,2,20578
2344,883,819,205,23,2,20870
2345,883,20,9,24,2,18708
2346,883,817,5,24,2,20100
2347,883,1,130,25,2,20132
2348,883,822,3,25,2,20533
2349,883,8,206,26,2,19743
2350,883,3,130,27,2,20032
2351,883,821,15,28,2,19988
2352,883,18,1,28,2,19196
2353,883,824,204,29,3,19904
2354,883,820,204,30,2,21582
2355,883,808,15,34,3,22324
2356,883,818,5,34,3,25362
2357,883,808,15,35,4,24001
2358,883,813,3,35,4,20800
2359,883,4,6,36,3,19519
2360,883,13,6,36,3,19326
2361,883,17,9,36,3,19170
2362,883,1,130,36,3,19700
2363,883,16,10,36,3,19591
2364,883,818,5,37,4,29740
2365,883,814,10,38,3,19822
2366,883,815,1,38,3,19866
2367,883,808,15,38,5,28971
2368,883,20,9,39,3,19551
2369,883,817,5,39,3,19498
2370,883,819,205,41,3,21202
2371,883,821,15,42,3,20082
2372,883,822,3,43,3,19908
2373,883,8,206,45,3,20184
2374,883,18,1,46,3,19290
2375,883,824,204,46,4,19830
2376,883,3,130,47,3,19352
2377,883,820,204,47,3,21340
2378,883,4,6,49,4,18471
2379,883,16,10,49,4,22931
2380,883,17,9,50,4,18931
2381,883,815,1,50,4,19993
2382,883,1,130,50,4,19457
2383,883,13,6,51,4,19001
2384,883,20,9,51,4,18694
2385,883,817,5,51,4,19857
2386,883,814,10,53,4,19481
2387,883,813,3,53,5,19723
2388,883,808,15,53,6,20314
2389,883,821,15,54,4,19324
2390,884,813,3,1,1,40507
2391,884,823,205,1,1,35100
2392,884,814,10,9,1,25643
2393,884,817,5,22,1,25225
2394,884,824,204,22,1,25098
2395,884,820,204,23,1,25337
2396,884,823,205,24,2,25676
2397,884,17,9,25,1,24316
2398,884,8,206,26,1,24420
2399,884,18,1,26,1,24585
2400,884,13,6,26,1,25331
2401,884,808,15,27,1,24974
2402,884,4,6,28,1,24489
2403,884,821,15,28,1,25364
2404,884,815,1,29,1,24672
2405,884,818,5,29,1,24827
2406,884,20,9,30,1,24375
2407,884,16,10,30,1,25274
2408,884,822,3,30,1,29063
2409,884,154,206,30,1,24565
2410,884,813,3,30,2,26146
2411,884,3,130,31,1,25200
2412,884,1,130,31,1,24801
2413,884,824,204,35,2,25215
2414,884,823,205,35,3,25862
2415,884,820,204,48,2,19553
2416,884,154,206,62,2,39980
2417,884,821,15,63,2,25926
2418,884,820,204,63,3,26198
2419,884,8,206,70,2,25125
2420,880,814,10,20,2,123124
2421,880,16,10,22,2,89401
2422,880,18,1,35,3,104833
2423,883,16,10,8,1,74026
2424,885,823,205,8,1,22323
2425,885,16,10,9,1,22789
2426,885,819,205,11,1,22184
2427,885,817,5,12,1,21223
2428,885,808,15,12,1,21623
2429,885,813,3,12,1,24557
2430,885,17,9,13,1,20716
2431,885,818,5,13,1,21900
2432,885,815,1,13,1,20427
2433,885,3,130,14,1,21125
2434,885,822,3,14,1,22242
2435,885,20,9,16,1,20835
2436,885,4,6,16,1,20512
2437,885,13,6,17,1,20473
2438,885,813,3,17,2,14446
2439,885,1,130,19,1,20879
2440,885,821,15,21,1,22017
2441,885,8,206,22,1,25182
2442,885,18,1,27,1,20212
2443,885,3,130,31,2,20832
2444,885,823,205,32,2,22039
2445,885,819,205,36,2,22033
2446,885,16,10,37,2,21000
2447,885,808,15,38,2,21014
2448,885,820,204,38,1,21374
2449,885,817,5,39,2,21315
2450,885,823,205,38,3,29056
2451,885,822,3,40,2,24418
2452,885,13,6,41,2,20372
2453,885,824,204,41,1,21378
2454,885,823,205,40,4,24510
2455,885,154,206,42,1,20859
2456,885,815,1,43,2,20805
2457,885,17,9,46,2,22709
2458,885,4,6,47,2,20636
2459,885,1,130,48,2,20656
2460,885,20,9,49,2,20898
2461,885,813,3,49,3,21637
2462,885,154,206,53,2,21574
2463,885,814,10,56,1,21066
2464,885,3,130,57,3,21459
2465,885,818,5,57,2,20739
2466,885,16,10,61,3,14489
2467,885,821,15,63,2,21524
2468,886,1,130,8,1,29026
2469,886,154,206,9,1,24725
2470,886,814,10,9,1,25004
2471,886,4,6,10,1,24572
2472,886,17,9,10,1,31448
2473,886,821,15,10,1,25330
2474,886,823,205,10,1,26515
2475,886,13,6,10,1,35210
2476,886,8,206,11,1,24992
2477,886,817,5,11,1,29446
2478,886,18,1,11,1,24745
2479,886,824,204,11,1,25729
2480,886,3,130,12,1,24990
2481,886,16,10,12,1,24807
2482,886,808,15,12,1,29684
2483,886,820,204,12,1,26031
2484,886,20,9,13,1,24159
2485,886,815,1,13,1,24596
2486,886,818,5,14,1,29418
2487,886,813,3,15,1,25244
2488,886,822,3,15,1,30231
2489,886,819,205,15,1,26191
2490,886,13,6,16,2,24680
2491,886,808,15,25,2,26256
2492,886,818,5,25,2,26317
2493,886,821,15,27,2,26040
2494,886,823,205,28,2,25814
2495,886,8,206,29,2,24428
2496,886,821,15,29,3,31937
2497,886,4,6,30,2,24789
2498,886,154,206,30,2,24751
2499,886,17,9,31,2,24781
2500,886,817,5,32,2,26229
2501,886,18,1,32,2,24357
2502,886,820,204,32,2,25701
2503,886,16,10,33,2,25158
2504,886,815,1,33,2,25028
2505,886,814,10,33,2,25099
2506,886,824,204,33,2,25927
2507,886,3,130,34,2,24893
2508,886,819,205,34,2,26371
2509,886,20,9,35,2,24092
2510,886,1,130,36,2,24635
2511,886,13,6,36,3,24400
2512,886,813,3,37,2,25275
2513,886,808,15,37,3,24863
2514,886,822,3,38,2,31851
2515,886,821,15,40,4,25087
2516,886,823,205,40,3,26391
2517,886,4,6,41,3,25018
2518,886,3,130,42,3,25436
2519,886,17,9,42,3,24473
2520,886,154,206,42,3,25911
2521,886,814,10,42,3,33401
2522,886,13,6,42,4,24872
2523,887,814,10,4,1,20547
2524,887,818,5,4,1,23147
2525,887,819,205,4,1,22699
2526,887,817,5,5,1,19846
2527,887,16,10,5,1,19910
2528,887,823,205,5,1,21900
2529,887,824,204,5,1,20840
2530,887,1,130,6,1,19487
2531,887,821,15,6,1,19816
2532,887,20,9,7,1,18979
2533,887,815,1,7,1,20432
2534,887,17,9,8,1,162042
2535,887,8,206,8,1,19378
2536,887,820,204,8,1,21021
2537,887,4,6,12,1,20199
2538,887,154,206,13,1,20273
2539,887,3,130,16,1,19690
2540,887,808,15,17,1,21226
2541,887,817,5,18,2,19952
2542,887,824,204,18,2,20371
2543,887,823,205,19,2,20974
2544,887,820,204,20,2,19953
2545,887,18,1,21,1,20812
2546,887,813,3,21,1,20331
2547,887,1,130,22,2,19321
2548,887,822,3,22,1,33796
2549,887,821,15,22,2,19869
2550,887,20,9,24,2,20039
2551,887,154,206,24,2,20007
2552,887,8,206,24,2,20528
2553,887,4,6,24,2,19539
2554,887,815,1,24,2,20433
2555,887,16,10,24,2,20204
2556,887,814,10,24,2,21483
2557,887,3,130,24,2,22207
2558,887,17,9,23,2,19991
2559,887,819,205,24,2,21388
2560,887,820,204,26,3,20272
2561,887,819,205,34,3,22986
2562,887,808,15,37,2,20364
2563,887,820,204,37,4,21433
2564,887,17,9,38,3,19921
2565,887,823,205,38,3,20545
2566,887,154,206,40,3,19591
2567,887,817,5,40,3,20196
2568,887,20,9,41,3,19118
2569,887,821,15,41,3,21160
2570,887,16,10,43,3,21799
2571,887,1,130,45,3,19316
2572,887,18,1,47,2,19692
2573,887,3,130,48,3,19684
2574,887,8,206,49,3,19390
2575,887,4,6,49,3,19476
2576,887,808,15,49,3,20557
2577,887,813,3,50,2,36196
2578,887,822,3,54,2,45695
2579,888,818,5,8,1,22745
2580,888,823,205,8,1,23200
2581,888,1,130,9,1,21840
2582,888,813,3,9,1,22103
2583,888,814,10,9,1,22754
2584,888,817,5,10,1,24033
2585,888,3,130,10,1,22015
2586,888,822,3,10,1,22023
2587,888,20,9,11,1,21343
2588,888,13,6,11,1,23012
2589,888,808,15,11,1,22303
2590,888,4,6,12,1,21599
2591,888,154,206,13,1,22054
2592,888,8,206,13,1,22161
2593,888,819,205,13,1,22465
2594,888,824,204,20,1,22159
2595,888,820,204,21,1,22323
2596,888,17,9,23,1,21762
2597,888,815,1,23,1,22323
2598,888,821,15,23,1,22425
2599,888,18,1,24,1,22107
2600,888,154,206,25,2,22267
2601,888,814,10,26,2,22723
2602,888,823,205,27,2,22831
2603,888,813,3,28,2,21880
2604,888,3,130,29,2,22628
2605,888,818,5,30,2,22282
2606,888,1,130,31,2,21454
2607,888,13,6,31,2,21753
2608,888,822,3,33,2,22612
2609,888,20,9,34,2,21863
2610,888,4,6,34,2,22249
2611,888,824,204,33,2,22221
2612,888,808,15,35,2,22606
2613,888,820,204,34,2,22301
2614,888,154,206,37,3,16453
2615,888,18,1,37,2,22496
2616,888,815,1,38,2,22722
2617,888,817,5,38,2,21996
2618,888,819,205,38,2,22450
2619,888,808,15,40,3,16512
2620,888,8,206,42,2,21643
2621,888,17,9,43,2,22349
2622,888,823,205,44,3,22384
2623,888,154,206,47,4,22451
2624,888,824,204,46,3,23030
2625,888,4,6,48,3,21753
2626,888,13,6,48,3,21612
2627,888,3,130,48,3,21854
2628,888,814,10,48,3,23027
2629,888,1,130,50,3,22136
2630,888,818,5,50,3,23756
2631,888,813,3,51,3,24796
2632,888,820,204,50,3,23257
2633,888,20,9,55,3,21666
2634,888,17,9,59,3,22022
2635,889,808,15,9,1,24219
2636,889,13,6,9,1,22872
2637,889,814,10,10,1,23475
2638,889,818,5,10,1,24070
2639,889,1,130,11,1,23397
2640,889,16,10,11,1,23327
2641,889,813,3,11,1,27059
2642,889,3,130,12,1,22893
2643,889,4,6,13,1,22631
2644,889,17,9,13,1,23004
2645,889,815,1,13,1,17378
2646,889,20,9,14,1,22685
2647,889,8,206,14,1,23744
2648,889,822,3,14,1,23411
2649,889,824,204,14,1,24083
2650,889,823,205,15,1,24968
2651,889,820,204,15,1,24013
2652,889,817,5,16,1,23144
2653,889,18,1,17,1,22465
2654,889,815,1,18,2,22597
2655,889,821,15,19,1,22761
2656,889,154,206,22,1,23445
2657,889,808,15,24,2,23334
2658,889,818,5,24,2,24539
2659,889,3,130,25,2,23723
2660,889,814,10,25,2,23540
2661,889,1,130,26,2,22682
2662,889,13,6,26,2,22634
2663,889,16,10,26,2,23655
2664,889,813,3,27,2,35228
2665,889,4,6,28,2,22444
2666,889,821,15,28,2,22712
2667,889,822,3,28,2,23540
2668,889,824,204,28,2,23961
2669,889,17,9,29,2,23477
2670,889,823,205,29,2,23998
2671,889,20,9,30,2,22884
2672,889,820,204,29,2,23916
2673,889,817,5,33,2,22871
2674,889,820,204,32,3,17427
2675,889,18,1,34,2,23317
2676,889,813,3,38,3,30894
2677,889,821,15,41,3,17433
2678,890,8,206,1,1,30975
2679,890,1,130,13,1,24460
2680,890,819,205,17,1,25569
2681,890,823,205,18,1,26302
2682,890,154,206,20,1,27040
2683,890,18,1,21,1,24450
2684,890,817,5,22,1,24319
2685,890,815,1,22,1,25933
2686,890,824,204,22,1,25541
2687,890,20,9,23,1,24305
2688,890,17,9,23,1,24205
2689,890,820,204,23,1,26146
2690,890,13,6,24,1,24692
2691,890,808,15,24,1,25633
2692,890,16,10,24,1,26873
2693,890,813,3,24,1,25397
2694,890,822,3,25,1,24665
2695,890,3,130,26,1,24079
2696,890,4,6,27,1,24208
2697,890,821,15,27,1,24668
2698,890,8,206,30,2,24764
2699,890,1,130,38,2,24315
2700,890,819,205,38,2,26363
2701,890,823,205,39,2,33200
2702,891,4,6,25,2,29176
2703,891,154,206,25,2,30293
2704,891,13,6,25,2,29136
2705,891,18,1,25,2,30085
2706,891,8,206,25,2,33013
2707,891,815,1,25,2,29396
2708,891,808,15,25,2,30253
2709,891,821,15,25,2,31706
2710,891,16,10,25,2,30166
2711,891,813,3,25,2,30444
2712,891,819,205,25,2,32008
2713,891,823,205,26,2,37700
2714,891,154,206,33,3,73009
2715,891,818,5,39,3,29999
2716,891,17,9,40,2,28909
2717,891,16,10,40,3,31230
2718,891,824,204,40,4,29421
2719,891,3,130,41,2,29616
2720,891,813,3,41,3,30175
2721,891,820,204,41,3,29687
2722,891,814,10,42,2,29777
2723,891,13,6,42,3,29573
2724,891,822,3,42,3,33836
2725,891,823,205,42,3,30141
2726,891,1,130,43,2,30085
