pit_stop_id,race_id,driver_id,constructor_id,lap,stop_number,duration_ms
4536,935,830,5,8,1,22309
4537,935,18,1,8,1,23722
4538,935,4,1,8,2,16128
4539,935,822,3,9,2,28622
4540,935,3,130,10,1,21637
4541,935,8,6,10,1,22162
4542,935,1,130,11,1,21346
4543,935,828,15,15,1,22838
4544,935,4,1,17,3,22246
4545,935,830,5,20,2,22457
4546,935,20,6,23,1,21795
4547,935,154,206,23,1,22203
4548,935,829,207,23,1,22913
4549,935,808,10,24,2,22174
4550,935,833,207,24,1,24314
4551,935,826,9,25,2,21634
4552,935,817,9,26,2,22118
4553,935,13,3,26,2,22710
4554,935,831,15,26,2,22806
4555,935,815,10,27,2,22116
4556,935,18,1,27,2,22310
4557,935,832,5,28,2,22063
4558,935,822,3,29,3,29592
4559,935,3,130,31,2,21580
4560,935,8,6,32,2,25613
4561,935,829,207,33,2,22854
4562,935,830,5,38,3,22355
4563,935,20,6,39,2,21628
4564,935,1,130,41,2,21392
4565,935,828,15,41,2,22200
4566,935,154,206,43,2,22234
4567,935,831,15,44,3,22086
4568,935,4,1,47,4,22377
4569,936,825,4,1,1,27831
4570,936,832,5,8,1,22414
4571,936,831,15,10,1,22701
4572,936,13,3,11,1,21550
4573,936,836,207,11,1,26206
4574,936,828,15,11,1,22357
4575,936,3,130,12,1,21531
4576,936,817,9,12,1,22245
4577,936,4,1,12,1,21796
4578,936,835,4,12,1,23286
4579,936,837,207,12,1,23224
4580,936,20,6,13,1,21339
4581,936,830,5,13,1,22303
4582,936,18,1,15,1,22616
4583,936,8,6,16,1,22508
4584,936,1,130,16,1,21940
4585,936,808,10,16,1,22167
4586,936,815,10,16,1,24719
4587,936,822,3,17,1,21376
4588,936,825,4,16,2,22079
4589,936,20,6,18,2,1089312
4590,936,3,130,18,2,1089303
4591,936,8,6,18,2,1089365
4592,936,817,9,18,2,1089822
4593,936,830,5,18,2,1089372
4594,936,832,5,18,2,1089971
4595,936,1,130,18,2,1090087
4596,936,13,3,18,2,1089805
4597,936,154,208,18,1,1089417
4598,936,808,10,18,2,1089155
4599,936,822,3,18,2,1088989
4600,936,835,4,18,2,1088294
4601,936,815,10,18,2,1087311
4602,936,828,15,18,2,1086875
4603,936,18,1,18,2,1084466
4604,936,831,15,18,2,1082337
4605,936,836,207,18,2,1082140
4606,936,825,4,17,3,946318
4607,936,828,15,27,3,16936
4608,936,18,1,30,3,21837
4609,936,832,5,31,3,22392
4610,936,830,5,32,3,29066
4611,936,836,207,32,3,23895
4612,936,20,6,35,3,24548
4613,936,817,9,42,3,21981
4614,937,808,10,1,1,31931
4615,937,815,10,2,1,30326
4616,937,832,5,2,1,28401
4617,937,817,9,6,1,24541
4618,937,13,3,7,1,24093
4619,937,822,3,8,1,24944
4620,937,821,208,8,1,32793
4621,937,838,1,9,1,24604
4622,937,822,3,9,2,19369
4623,937,830,5,10,1,25810
4624,937,831,15,10,1,26246
4625,937,154,208,11,1,25739
4626,937,836,207,11,1,26236
4627,937,8,6,12,1,24720
4628,937,825,4,12,1,26876
4629,937,837,207,12,1,26382
4630,937,3,130,13,1,24934
4631,937,1,130,13,1,24512
4632,937,828,15,13,1,24775
4633,937,815,10,14,2,25068
4634,937,826,9,16,1,24419
4635,937,808,10,16,2,24930
4636,937,832,5,20,2,34978
4637,937,817,9,24,2,26631
4638,937,825,4,24,2,24383
4639,937,838,1,25,2,24682
4640,937,830,5,26,2,25594
4641,937,154,208,27,2,26151
4642,937,1,130,28,2,25030
4643,937,8,6,29,2,25222
4644,937,13,3,29,2,24236
4645,937,828,15,29,2,25363
4646,937,836,207,29,2,25547
4647,937,3,130,30,2,27226
4648,937,831,15,30,2,25491
4649,937,837,207,31,2,28120
4650,937,826,9,34,2,24661
4651,937,822,3,34,3,26110
4652,937,808,10,35,3,24734
4653,937,8,6,37,3,25257
4654,937,815,10,37,3,24517
4655,937,825,4,38,3,24341
4656,937,3,130,39,3,25761
4657,937,154,208,40,3,30063
4658,937,1,130,41,3,24524
4659,937,838,1,41,3,25316
4660,937,836,207,41,3,25419
4661,937,817,9,42,3,24879
4662,937,826,9,44,3,24224
4663,937,837,207,44,3,25517
4664,937,830,5,46,3,25129
4665,937,831,15,47,3,25660
4666,937,808,10,51,4,26595
4667,938,154,208,1,1,58563
4668,938,8,6,1,1,31134
4669,938,1,130,1,1,29322
4670,938,831,15,1,1,36854
4671,938,817,9,3,1,24392
4672,938,826,9,4,1,24084
4673,938,815,10,4,1,23215
4674,938,20,6,4,1,30115
4675,938,808,10,4,1,27683
4676,938,832,5,4,1,25754
4677,938,18,1,4,1,24072
4678,938,822,3,4,1,22682
4679,938,830,5,4,1,30034
4680,938,828,15,4,1,23955
4681,938,825,4,4,1,23158
4682,938,1,130,5,2,25179
4683,938,1,130,6,3,22301
4684,938,8,6,14,2,23296
4685,938,836,207,15,1,26969
4686,938,835,4,15,1,22799
4687,938,4,1,16,1,22874
4688,938,20,6,17,2,22276
4689,938,808,10,17,2,23867
4690,938,815,10,18,2,22485
4691,938,837,207,18,1,23183
4692,938,826,9,19,2,22607
4693,938,13,3,19,1,22124
4694,938,832,5,19,2,22832
4695,938,817,9,19,2,22461
4696,938,821,208,19,1,23878
4697,938,3,130,20,1,22831
4698,938,830,5,20,2,23744
4699,938,825,4,20,2,23257
4700,938,154,208,20,2,24615
4701,938,831,15,20,2,23735
4702,938,822,3,21,2,22630
4703,938,1,130,21,4,22626
4704,938,835,4,24,2,23280
4705,938,808,10,26,3,29570
4706,938,18,1,27,2,23029
4707,938,836,207,27,2,24104
4708,938,815,10,28,3,22351
4709,938,828,15,28,2,23563
4710,938,837,207,28,2,24635
4711,938,822,3,30,3,22747
4712,938,1,130,30,5,22698
4713,938,13,3,31,2,23349
4714,938,4,1,32,2,22927
4715,938,832,5,33,3,24269
4716,938,154,208,33,3,23342
4717,938,821,208,34,2,22963
4718,938,826,9,35,3,22684
4719,938,20,6,35,3,22350
4720,938,825,4,35,3,22677
4721,938,3,130,36,2,23559
4722,938,817,9,37,3,22426
4723,938,8,6,37,3,22832
4724,938,835,4,38,3,24099
4725,938,830,5,39,3,23130
4726,938,831,15,40,3,25357
4727,938,837,207,40,3,24369
4728,938,821,208,43,3,23070
4729,938,836,207,43,3,24274
4730,938,18,1,44,3,22510
4731,938,154,208,44,4,23284
4732,938,808,10,46,4,22790
4733,939,826,9,1,1,41282
4734,939,817,9,1,1,47763
4735,939,828,15,1,1,30529
4736,939,815,10,1,1,32800
4737,939,821,208,1,1,40169
4738,939,826,9,8,2,38906
4739,939,821,208,9,2,25037
4740,939,832,5,11,1,30805
4741,939,831,15,12,1,30259
4742,939,836,207,13,1,31433
4743,939,835,4,14,1,30805
4744,939,822,3,16,1,29841
4745,939,825,4,16,1,30585
4746,939,1,130,17,1,30001
4747,939,154,208,17,1,31420
4748,939,13,3,18,1,29551
4749,939,8,6,20,1,30498
4750,939,18,1,20,1,30580
4751,939,3,130,21,1,29709
4752,939,4,1,21,1,29751
4753,939,830,5,22,1,30553
4754,939,815,10,27,2,30400
4755,939,828,15,28,2,30433
4756,939,817,9,29,2,31205
4757,939,836,207,39,2,57151
4758,939,13,3,46,2,30065
4759,940,13,3,8,1,21384
4760,940,815,10,9,1,22679
4761,940,826,5,9,1,23277
4762,940,828,15,9,1,22840
4763,940,832,5,10,1,22874
4764,940,18,1,10,1,22280
4765,940,808,10,10,1,22176
4766,940,825,4,10,1,22843
4767,940,817,9,11,1,21738
4768,940,4,1,11,1,21795
4769,940,835,4,11,1,23283
4770,940,836,207,11,1,24554
4771,940,830,9,12,1,22369
4772,940,8,6,12,1,22107
4773,940,822,3,12,1,21856
4774,940,831,15,12,1,22976
4775,940,20,6,15,1,21643
4776,940,154,208,15,1,23187
4777,940,821,208,16,1,23206
4778,940,837,207,22,1,28753
4779,940,828,15,24,2,23122
4780,940,13,3,25,2,22568
4781,940,826,5,25,2,22234
4782,940,817,9,28,2,22104
4783,940,20,6,29,2,22617
4784,940,154,208,29,2,22844
4785,940,821,208,30,2,22430
4786,940,825,4,30,2,23165
4787,940,835,4,33,2,22397
4788,940,836,207,33,2,24387
4789,940,830,9,34,2,22348
4790,940,8,6,35,2,22169
4791,940,815,10,35,2,21918
4792,940,18,1,36,2,22590
4793,940,831,15,36,2,23090
4794,940,20,6,37,3,21603
4795,940,154,208,37,3,34832
4796,940,832,5,38,2,22937
4797,940,822,3,39,2,22443
4798,940,4,1,39,2,22987
4799,940,828,15,40,3,22897
4800,940,13,3,41,3,21831
4801,940,817,9,43,3,21683
4802,940,837,207,48,2,26186
4803,940,826,5,51,3,22769
4804,940,825,4,55,3,22122
4805,940,817,9,65,4,23133
4806,941,826,5,1,1,92609
4807,941,826,5,2,2,19918
4808,941,825,4,7,1,25583
4809,941,18,1,8,1,25766
4810,941,831,15,8,1,28242
4811,941,826,5,7,3,27698
4812,941,828,15,11,1,27176
4813,941,837,207,11,1,29117
4814,941,830,9,12,1,25604
4815,941,20,6,13,1,25114
4816,941,4,1,14,1,25512
4817,941,808,10,15,1,25215
4818,941,822,3,15,1,27364
4819,941,154,208,15,1,33490
4820,941,821,208,16,1,26044
4821,941,3,130,20,1,26698
4822,941,13,3,20,1,24934
4823,941,832,5,21,1,27738
4824,941,815,10,21,1,25714
4825,941,825,4,21,2,38811
4826,941,817,9,23,1,25054
4827,941,828,15,29,2,26435
4828,941,815,10,30,2,25608
4829,941,18,1,30,2,25450
4830,941,825,4,29,3,25879
4831,941,822,3,30,2,25478
4832,941,154,208,30,2,25111
4833,941,1,130,31,1,26315
4834,941,3,130,31,2,27680
4835,941,20,6,31,2,25561
4836,941,808,10,31,2,27064
4837,941,832,5,31,2,28112
4838,941,830,9,31,2,25459
4839,941,836,207,31,1,26517
4840,941,817,9,32,2,35327
4841,941,4,1,32,2,26836
4842,941,821,208,32,2,27407
4843,941,13,3,32,2,25182
4844,941,831,15,32,2,27166
4845,941,825,4,32,4,31241
4846,941,837,207,34,2,27380
4847,941,837,207,47,3,26292
4848,941,831,15,48,3,45700
4849,941,822,3,49,3,24673
4850,941,828,15,49,3,33342
4851,942,831,15,9,1,23987
4852,942,20,6,11,1,22597
4853,942,8,6,11,1,22820
4854,942,836,207,11,1,24784
4855,942,832,5,13,1,23517
4856,942,821,208,13,1,23412
4857,942,828,15,14,1,22957
4858,942,837,207,15,1,29732
4859,942,4,1,17,1,27952
4860,942,154,208,17,1,23680
4861,942,826,5,17,1,23000
4862,942,830,9,20,1,23586
4863,942,817,9,21,1,22872
4864,942,3,130,21,1,22466
4865,942,808,10,21,1,22876
4866,942,13,3,22,1,22925
4867,942,822,3,23,1,22184
4868,942,1,130,24,1,22243
4869,942,815,10,30,1,22556
4870,942,8,6,33,2,23263
4871,942,831,15,35,2,23608
4872,942,20,6,37,2,22361
4873,942,817,9,38,2,24018
4874,942,836,207,38,2,24516
4875,942,154,208,39,2,23055
4876,942,828,15,39,2,23299
4877,942,825,4,39,1,23162
4878,942,821,208,41,2,23928
4879,942,826,5,44,2,22627
4880,942,837,207,44,2,25069
4881,942,830,9,46,2,22909
4882,942,815,10,46,2,24757
4883,942,154,208,46,3,32114
4884,942,832,5,48,2,24445
4885,942,3,130,51,2,22728
4886,942,808,10,51,2,23111
4887,943,837,207,1,1,33405
4888,943,832,5,4,1,22028
4889,943,830,9,5,1,20069
4890,943,4,1,5,1,20282
4891,943,826,5,5,1,24802
4892,943,817,9,6,1,19840
4893,943,18,1,6,1,20185
4894,943,825,4,6,1,20772
4895,943,13,3,7,1,19445
4896,943,831,15,7,1,20670
4897,943,8,6,8,1,20593
4898,943,821,208,8,1,29227
4899,943,154,208,10,1,21132
4900,943,835,4,11,1,20965
4901,943,1,130,15,1,20108
4902,943,815,10,16,1,20614
4903,943,828,15,16,1,21083
4904,943,822,3,19,1,19732
4905,943,20,6,20,1,20422
4906,943,808,10,20,1,20347
4907,943,830,9,20,2,22497
4908,943,3,130,21,1,20058
4909,943,817,9,22,2,20155
4910,943,4,1,24,2,20654
4911,943,831,15,24,2,20713
4912,943,18,1,25,2,20640
4913,943,828,15,25,2,20559
4914,943,154,208,26,2,23588
4915,943,832,5,27,2,21030
4916,943,13,3,28,2,19858
4917,943,836,207,29,1,26187
4918,943,821,208,29,2,21533
4919,943,835,4,31,2,20561
4920,944,808,10,8,1,22601
4921,944,4,1,8,1,21924
4922,944,18,1,9,1,22859
4923,944,822,3,9,1,21047
4924,944,832,5,9,1,22605
4925,944,815,10,9,1,21883
4926,944,3,130,10,1,21890
4927,944,825,4,11,1,22033
4928,944,835,4,12,1,21745
4929,944,13,3,12,1,21097
4930,944,828,15,12,1,22980
4931,944,836,207,13,1,22613
4932,944,817,9,14,1,21183
4933,944,830,9,15,1,21945
4934,944,1,130,21,1,22918
4935,944,821,208,21,1,22053
4936,944,8,6,22,1,21916
4937,944,836,207,23,2,23738
4938,944,808,10,24,2,21580
4939,944,18,1,26,2,22035
4940,944,154,208,26,1,22662
4941,944,4,1,26,2,22879
4942,944,815,10,26,2,21412
4943,944,837,207,27,1,23326
4944,944,3,130,28,2,17959
4945,944,836,207,27,3,18064
4946,944,1,130,28,2,16983
4947,944,830,9,28,2,17165
4948,944,817,9,28,2,19408
4949,944,8,6,28,2,21206
4950,944,822,3,28,2,20876
4951,944,831,15,28,1,20929
4952,944,832,5,28,2,33462
4953,944,18,1,28,3,18307
4954,944,154,208,28,2,18860
4955,944,825,4,28,2,17721
4956,944,13,3,28,2,17388
4957,944,835,4,28,2,16851
4958,944,4,1,28,3,16764
4959,944,815,10,28,3,16544
4960,944,828,15,28,2,16419
4961,944,808,10,28,3,16227
4962,944,821,208,28,2,16475
4963,944,837,207,28,2,16218
4964,944,3,130,29,3,18220
4965,944,836,207,28,4,18342
4966,944,1,130,29,3,18716
4967,944,830,9,29,3,18455
4968,944,817,9,29,3,18347
4969,944,8,6,29,3,18455
4970,944,822,3,29,3,17800
4971,944,831,15,29,2,17739
4972,944,18,1,29,4,18964
4973,944,154,208,29,3,19554
4974,944,825,4,29,3,19611
4975,944,13,3,29,3,19015
4976,944,835,4,29,3,18382
4977,944,4,1,29,4,18194
4978,944,815,10,29,4,17970
4979,944,828,15,29,3,19041
4980,944,808,10,29,4,19028
4981,944,832,5,29,3,18636
4982,944,821,208,29,3,18308
4983,944,837,207,29,3,17828
4984,944,821,208,41,4,21921
4985,944,831,15,43,3,22707
4986,944,825,4,49,4,27119
4987,944,808,10,50,5,27834
4988,944,835,4,50,4,22728
4989,944,828,15,50,4,24326
4990,944,837,207,50,4,25234
4991,944,822,3,51,4,21639
4992,944,1,130,54,4,22109
4993,944,3,130,55,4,21035
4994,944,13,3,56,4,21231
4995,944,817,9,60,4,22284
4996,945,8,6,5,1,29578
4997,945,822,3,5,1,29808
4998,945,832,5,5,1,30786
4999,945,808,10,5,1,30747
5000,945,4,1,5,1,32374
5001,945,20,6,5,1,31381
5002,945,154,208,5,1,31632
5003,945,821,208,5,1,41508
5004,945,825,4,5,1,30804
5005,945,836,207,5,1,31812
5006,945,817,9,6,1,30198
5007,945,13,3,6,1,29243
5008,945,826,5,6,1,30315
5009,945,18,1,6,1,30093
5010,945,835,4,6,1,29784
5011,945,837,207,6,1,29998
5012,945,1,130,7,1,30343
5013,945,3,130,7,1,29395
5014,945,830,9,7,1,31995
5015,945,815,10,7,1,29475
5016,945,831,15,7,1,30981
5017,945,828,15,7,1,35393
5018,945,828,15,10,2,104980
5019,945,20,6,15,2,29163
5020,945,8,6,16,2,30462
5021,945,13,3,16,2,29403
5022,945,826,5,16,2,30327
5023,945,822,3,16,2,29282
5024,945,831,15,16,2,30143
5025,945,154,208,16,2,30882
5026,945,835,4,16,2,55697
5027,945,1,130,17,2,28728
5028,945,3,130,17,2,29715
5029,945,815,10,17,2,28915
5030,945,817,9,17,2,29813
5031,945,832,5,17,2,29895
5032,945,808,10,17,2,29867
5033,945,4,1,17,2,28799
5034,945,18,1,17,2,29588
5035,945,825,4,17,2,29201
5036,945,821,208,17,2,29884
5037,945,837,207,17,2,30135
5038,945,830,9,18,2,29429
5039,945,835,4,19,3,41486
5040,945,13,3,38,3,29346
5041,945,4,1,39,3,28936
5042,945,825,4,40,3,28450
5043,946,18,1,7,1,22229
5044,946,836,207,9,1,23486
5045,946,18,1,10,2,16486
5046,946,831,15,11,1,22778
5047,946,20,6,14,1,21640
5048,946,808,10,14,1,22014
5049,946,154,208,14,1,22427
5050,946,817,9,15,1,22241
5051,946,4,1,15,1,22099
5052,946,821,208,15,1,22828
5053,946,1,130,16,1,21441
5054,946,830,9,16,1,22389
5055,946,832,5,16,1,22960
5056,946,822,3,16,1,21704
5057,946,3,130,17,1,21233
5058,946,828,15,17,1,23873
5059,946,825,4,24,1,21990
5060,946,826,5,24,1,22105
5061,946,13,3,25,1,21793
5062,946,835,4,26,1,21892
5063,946,815,10,27,1,22689
5064,946,18,1,28,3,22718
5065,946,8,6,29,1,21951
5066,946,837,207,29,1,24254
5067,946,817,9,33,2,22006
5068,946,836,207,35,2,22765
5069,946,154,208,36,2,22303
5070,946,825,4,36,2,22051
5071,946,821,208,37,2,22520
5072,946,830,9,38,2,21687
5073,946,808,10,39,2,23350
5074,946,835,4,39,2,21665
5075,946,831,15,39,2,22965
5076,946,815,10,40,2,29941
5077,946,1,130,41,2,21773
5078,946,20,6,41,2,21535
5079,946,3,130,42,2,22351
5080,946,832,5,42,2,22417
5081,946,822,3,43,2,21405
5082,946,4,1,44,2,21897
5083,946,828,15,45,2,23198
5084,946,826,5,46,2,27951
5085,946,8,6,50,2,21857
5086,946,828,15,62,3,23308
5087,946,13,3,65,2,22366
5088,947,835,4,2,1,19298
5089,947,826,5,7,1,23243
5090,947,831,15,7,1,29865
5091,947,815,10,8,1,19233
5092,947,832,5,9,1,22751
5093,947,13,3,9,1,18590
5094,947,830,9,11,1,19017
5095,947,3,130,11,1,19693
5096,947,825,4,11,1,19034
5097,947,817,9,12,1,18964
5098,947,822,3,12,1,18796
5099,947,808,10,12,1,19608
5100,947,836,207,12,1,19813
5101,947,20,6,13,1,19230
5102,947,18,1,13,1,19427
5103,947,837,207,13,1,31317
5104,947,1,130,14,1,18650
5105,947,8,6,14,1,22393
5106,947,4,1,14,1,19258
5107,947,828,15,16,1,20148
5108,947,154,208,17,1,20301
5109,947,831,15,19,2,19944
5110,947,821,208,25,1,20099
5111,947,835,4,25,2,26688
5112,947,13,3,26,2,36395
5113,947,836,207,26,2,19626
5114,947,3,130,27,2,18936
5115,947,815,10,27,2,19223
5116,947,830,9,28,2,19137
5117,947,4,1,28,2,19440
5118,947,826,5,28,2,20227
5119,947,832,5,29,2,19747
5120,947,20,6,31,2,19472
5121,947,18,1,31,2,19124
5122,947,8,6,32,2,19142
5123,947,808,10,32,2,19144
5124,947,825,4,32,2,19159
5125,947,817,9,33,2,18738
5126,947,837,207,32,2,20919
5127,947,822,3,33,2,19183
5128,947,1,130,34,2,18504
5129,947,828,15,33,2,19318
5130,947,831,15,42,3,19755
5131,947,815,10,43,3,19379
5132,947,154,208,43,2,19863
5133,947,3,130,44,3,28364
5134,947,808,10,44,3,19907
5135,947,830,9,45,3,18967
5136,947,817,9,46,3,18979
5137,947,20,6,46,3,19000
5138,947,835,4,45,3,19725
5139,947,18,1,46,3,19268
5140,947,1,130,47,3,18475
5141,947,8,6,47,3,19525
5142,947,836,207,46,3,19658
5143,947,4,1,47,3,19127
5144,947,821,208,47,2,19326
5145,947,826,5,49,3,19264
5146,947,837,207,49,3,21186
5147,947,832,5,51,3,19547
5148,948,830,9,1,1,31235
5149,948,831,15,1,1,26390
5150,948,20,6,1,1,22403
5151,948,8,6,1,1,87084
5152,948,13,3,2,1,22484
5153,948,808,10,6,1,23564
5154,948,8,6,5,2,23061
5155,948,815,10,6,1,23783
5156,948,154,208,6,1,23705
5157,948,835,4,6,1,22698
5158,948,839,207,6,1,28718
5159,948,822,3,7,1,22190
5160,948,821,208,7,1,23486
5161,948,3,130,9,1,996150
5162,948,817,9,9,1,998401
5163,948,808,10,9,2,998468
5164,948,4,1,9,1,998234
5165,948,1,130,9,1,1000478
5166,948,13,3,9,2,1000664
5167,948,815,10,9,2,1000284
5168,948,826,5,9,1,1000466
5169,948,835,4,9,2,1000234
5170,948,154,208,9,2,999366
5171,948,20,6,9,2,998511
5172,948,822,3,9,2,998328
5173,948,821,208,9,2,998622
5174,948,830,9,9,2,998546
5175,948,839,207,9,2,1000980
5176,948,831,15,9,2,1001198
5177,948,8,6,9,3,943158
5178,948,830,9,16,3,23231
5179,948,1,130,21,2,24343
5180,948,826,5,21,2,23359
5181,948,13,3,22,3,22515
5182,948,821,208,22,3,23561
5183,948,835,4,22,3,23333
5184,948,808,10,23,3,24015
5185,948,4,1,23,2,22451
5186,948,20,6,23,3,22762
5187,948,822,3,23,3,22318
5188,948,154,208,23,3,23107
5189,948,831,15,23,3,30238
5190,948,815,10,24,3,22652
5191,948,8,6,24,4,23056
5192,948,839,207,24,3,24208
5193,948,817,9,25,2,22531
5194,948,3,130,26,2,22596
5195,948,830,9,27,4,22727
5196,948,1,130,32,3,22432
5197,948,835,4,34,4,22578
5198,948,826,5,35,3,23363
5199,949,835,4,2,1,33275
5200,949,831,15,2,1,27786
5201,949,831,15,4,2,810454
5202,949,822,3,13,1,24161
5203,949,830,9,13,1,24610
5204,949,4,1,13,1,26843
5205,949,826,5,13,1,25183
5206,949,808,10,14,1,24043
5207,949,825,4,14,1,24505
5208,949,8,6,15,1,24116
5209,949,815,10,15,1,24537
5210,949,18,1,15,1,26427
5211,949,831,15,5,3,36594
5212,949,20,6,16,1,25472
5213,949,817,9,16,1,23745
5214,949,13,3,16,1,23940
5215,949,836,207,16,1,25962
5216,949,821,208,16,1,25150
5217,949,832,5,23,1,25301
5218,949,828,15,23,1,25145
5219,949,3,130,24,1,25550
5220,949,1,130,25,1,23633
5221,949,815,10,28,2,24033
5222,949,154,208,28,1,25340
5223,949,822,3,30,2,23899
5224,949,825,4,30,2,23757
5225,949,20,6,33,2,25033
5226,949,839,207,32,1,25539
5227,949,808,10,33,2,24553
5228,949,4,1,33,2,23694
5229,949,826,5,33,2,24363
5230,949,8,6,34,2,24279
5231,949,821,208,34,2,25515
5232,949,830,9,35,2,23827
5233,949,13,3,36,2,23822
5234,949,817,9,37,2,23633
5235,949,18,1,38,2,24418
5236,949,832,5,39,2,24341
5237,949,4,1,49,3,24082
5238,950,3,130,1,1,26350
5239,950,817,9,1,1,25925
5240,950,1,130,1,1,24453
5241,950,8,6,1,1,24874
5242,950,4,1,1,1,24649
5243,950,826,5,1,1,24584
5244,950,832,5,1,1,25973
5245,950,830,9,1,1,25740
5246,950,13,3,1,1,25929
5247,950,825,4,1,1,25816
5248,950,828,15,1,1,26135
5249,950,815,10,1,1,32821
5250,950,821,208,1,1,26519
5251,950,18,1,1,1,42815
5252,950,822,3,1,1,32709
5253,950,836,207,1,1,24308
5254,950,839,207,1,1,24343
5255,950,831,15,1,1,25057
5256,950,835,4,1,1,25211
5257,950,20,6,1,1,24342
5258,950,832,5,7,2,29846
5259,950,828,15,8,2,29706
5260,950,835,4,11,2,28847
5261,950,830,9,13,2,28815
5262,950,4,1,14,2,29401
5263,950,817,9,15,2,28890
5264,950,1,130,15,2,29150
5265,950,826,5,15,2,30301
5266,950,822,3,15,2,28780
5267,950,18,1,15,2,28998
5268,950,3,130,16,2,30546
5269,950,13,3,16,2,28682
5270,950,8,6,17,2,29041
5271,950,825,4,17,2,28759
5272,950,831,15,17,2,30297
5273,950,821,208,18,2,30307
5274,950,836,207,18,2,30532
5275,950,839,207,19,2,104383
5276,950,20,6,24,2,28924
5277,950,815,10,25,2,28742
5278,950,828,15,25,3,29468
5279,950,830,9,27,3,28948
5280,950,832,5,27,3,29320
5281,950,18,1,27,3,29025
5282,950,13,3,28,3,29578
5283,950,822,3,30,3,28545
5284,950,817,9,32,3,28921
5285,950,3,130,33,3,28970
5286,950,822,3,32,4,63680
5287,950,8,6,33,3,29135
5288,950,1,130,34,3,28421
5289,950,4,1,34,3,30381
5290,950,835,4,34,3,28804
5291,950,831,15,35,3,29537
5292,950,839,207,34,3,30614
5293,950,821,208,36,3,30160
5294,950,836,207,36,3,30471
5295,950,828,15,36,4,29680
5296,950,826,5,37,3,29205
5297,950,825,4,38,3,29754
5298,950,20,6,42,3,29391
5299,950,13,3,43,4,29903
5300,950,830,9,44,4,28854
5301,950,1,130,45,4,28315
5302,950,8,6,46,4,28954
5303,950,817,9,47,4,28662
5304,950,839,207,45,4,42368
5305,950,832,5,48,4,29377
5306,951,826,5,1,1,32413
5307,951,13,3,1,1,23528
5308,951,825,4,1,1,30679
5309,951,821,208,1,1,30782
5310,951,13,3,6,2,24425
5311,951,830,9,9,1,23935
5312,951,815,10,9,1,27024
5313,951,18,1,9,1,24738
5314,951,808,10,9,1,26609
5315,951,4,1,9,1,25195
5316,951,3,130,9,1,23750
5317,951,836,207,9,1,25820
5318,951,839,207,12,1,25368
5319,951,1,130,20,1,23689
5320,951,8,6,20,1,24584
5321,951,832,5,20,1,24400
5322,951,817,9,21,1,24197
5323,951,828,15,21,1,25272
5324,951,821,208,22,2,24814
5325,951,830,9,27,2,23856
5326,951,4,1,27,2,24061
5327,951,808,10,28,2,24012
5328,951,822,3,29,1,23828
5329,951,826,5,29,2,24338
5330,951,836,207,30,2,26156
5331,951,3,130,31,2,24661
5332,951,835,4,31,1,23928
5333,951,839,207,31,2,33338
5334,951,13,3,31,3,23778
5335,951,8,6,32,2,24412
5336,951,815,10,32,2,23947
5337,951,831,15,32,1,24697
5338,951,18,1,37,2,24645
5339,951,832,5,37,2,24473
5340,951,828,15,37,2,24706
5341,951,821,208,39,3,25006
5342,951,8,6,40,3,24809
5343,951,4,1,40,3,23920
5344,951,808,10,40,3,25192
5345,951,817,9,41,2,24408
5346,951,830,9,41,3,28274
5347,951,826,5,40,3,24718
5348,951,3,130,41,3,23476
5349,951,836,207,41,3,25201
5350,952,4,1,9,1,22786
5351,952,830,9,10,1,22855
5352,952,817,9,10,1,22996
5353,952,154,208,10,1,23741
5354,952,826,5,10,1,22990
5355,952,808,10,11,1,22832
5356,952,821,208,11,1,24110
5357,952,3,130,12,1,22673
5358,952,20,6,12,1,23226
5359,952,815,10,12,1,23605
5360,952,8,6,12,1,23244
5361,952,839,207,12,1,24973
5362,952,1,130,13,1,22989
5363,952,832,5,13,1,22986
5364,952,836,207,13,1,24630
5365,952,18,1,19,1,24375
5366,952,826,5,23,2,22943
5367,952,13,3,24,1,22463
5368,952,835,4,25,1,23452
5369,952,825,4,25,1,23072
5370,952,831,15,25,1,25131
5371,952,8,6,26,2,22762
5372,952,822,3,26,1,25007
5373,952,828,15,26,1,24011
5374,952,4,1,27,2,23032
5375,952,830,9,28,2,22788
5376,952,808,10,28,2,22952
5377,952,821,208,28,2,23792
5378,952,3,130,29,2,23150
5379,952,815,10,29,2,22721
5380,952,154,208,30,2,25429
5381,952,839,207,31,2,24256
5382,952,817,9,32,2,25861
5383,952,1,130,33,2,22732
5384,952,836,207,32,2,25461
5385,952,20,6,34,2,22887
5386,952,18,1,36,2,23342
5387,952,832,5,37,2,22938
5388,953,822,3,1,1,27098
5389,953,817,9,8,1,23956
5390,953,8,6,8,1,23989
5391,953,830,9,9,1,23489
5392,953,3,130,10,1,23526
5393,953,18,1,10,1,23613
5394,953,154,208,10,1,24523
5395,953,815,10,10,1,23350
5396,953,1,130,11,1,23601
5397,953,13,3,11,1,24093
5398,953,832,5,11,1,24778
5399,953,4,1,11,1,23683
5400,953,821,208,13,1,24470
5401,953,825,4,13,1,24310
5402,953,836,207,13,1,26059
5403,953,20,6,14,1,24433
5404,953,835,4,15,1,24071
5405,953,828,15,17,1,25229
5406,953,839,207,17,1,25216
