qualify_id,race_id,driver_id,constructor_id,position,q1_time_ms,q2_time_ms,q3_time_ms
1,18,1,1,1,86572,85187,86714
2,18,9,2,2,86103,85315,86869
3,18,5,1,3,85664,85452,87079
4,18,13,6,4,85994,85691,87178
5,18,2,2,5,85960,85518,87236
6,18,15,7,6,86426,86101,88527
7,18,3,3,7,86295,86059,88687
8,18,14,9,8,86381,86063,89041
9,18,10,7,9,86919,86164,89593
10,18,20,5,10,86702,85842,0
11,18,22,11,11,86369,86173,0
12,18,4,4,12,86907,86188,0
13,18,18,11,13,86712,86259,0
14,18,6,3,14,86890,86413,0
15,18,17,9,15,86914,0,0
16,18,8,6,16,86140,0,0
17,18,21,10,17,87207,0,0
18,18,7,5,18,87446,0,0
19,18,16,10,19,87859,0,0
20,18,11,8,20,88208,0,0
21,18,12,4,21,88330,0,0
22,18,19,8,22,89059,0,0
23,19,13,6,1,95347,94412,95747
24,19,8,6,2,95645,94188,96229
25,19,5,1,3,95227,94759,96613
26,19,1,1,4,95392,94627,96709
27,19,15,7,5,95205,94960,96711
28,19,9,2,6,95794,94811,96727
29,19,2,2,7,95729,94648,96753
30,19,17,9,8,95440,94967,97009
31,19,4,4,9,95983,95140,98450
32,19,10,7,10,95890,95000,99656
33,19,18,11,11,95847,95208,0
34,19,14,9,12,96058,95408,0
35,19,12,4,13,96074,95562,0
36,19,22,11,14,96198,95622,0
37,19,20,5,15,96110,95648,0
38,19,3,3,16,95843,95670,0
39,19,21,10,17,96240,0,0
40,19,6,3,18,96388,0,0
41,19,7,5,19,96676,0,0
42,19,11,8,20,97087,0,0
43,19,16,10,21,97101,0,0
44,19,19,8,22,97481,0,0
45,20,9,2,1,92893,91745,93096
46,20,13,6,2,91937,91188,93122
47,20,1,1,3,92750,91922,93292
48,20,8,6,4,92652,91933,93418
49,20,5,1,5,93057,91718,93488
50,20,2,2,6,93137,91908,93737
51,20,15,7,7,92493,92158,93994
52,20,3,3,8,92902,92185,94015
53,20,18,11,9,92793,92362,95057
54,20,4,4,10,92947,92345,95115
55,20,17,9,11,93194,92371,0
56,20,22,11,12,92944,92508,0
57,20,10,7,13,92800,92527,0
58,20,12,4,14,92975,92789,0
59,20,7,5,15,93414,92914,0
60,20,6,3,16,93386,92943,0
61,20,14,9,17,93433,0,0
62,20,21,10,18,93501,0,0
63,20,20,5,19,93562,0,0
64,20,16,10,20,93845,0,0
65,20,19,8,21,94140,0,0
66,20,11,8,22,95725,0,0
67,21,8,6,1,80701,80783,81813
68,21,4,4,2,81347,80804,81904
69,21,13,6,3,81527,80584,82058
70,21,9,2,4,81423,80597,82065
71,21,1,1,5,81366,80825,82096
72,21,5,1,6,81430,80817,82231
73,21,17,9,7,81494,80984,82429
74,21,15,7,8,81158,80907,82529
75,21,2,2,9,81466,80815,82542
76,21,12,4,10,81408,80894,82699
77,21,22,11,11,81548,81049,0
78,21,6,3,12,81690,81117,0
79,21,18,11,13,81757,81211,0
80,21,10,7,14,81426,81230,0
81,21,3,3,15,81472,81349,0
82,21,7,5,16,81539,81724,0
83,21,14,9,17,81810,0,0
84,21,20,5,18,82108,0,0
85,21,21,10,19,82515,0,0
86,21,16,10,20,83224,0,0
87,21,19,8,21,83318,0,0
88,21,11,8,22,83496,0,0
89,22,13,6,1,85994,86192,87617
90,22,5,1,2,86736,86289,87808
91,22,1,1,3,86192,86477,87923
92,22,8,6,4,86457,86050,87936
93,22,9,2,5,86761,86129,88390
94,22,17,9,6,86773,86466,88417
95,22,4,4,7,86836,86521,88422
96,22,15,7,8,86695,86822,88836
97,22,2,2,9,87107,87607,88882
98,22,14,9,10,86939,86520,89959
99,22,3,3,11,87367,87012,0
100,22,22,11,12,87355,87219,0
101,22,18,11,13,87428,87298,0
102,22,20,5,14,87442,87412,0
103,22,10,7,15,86614,87806,0
104,22,6,3,16,87547,0,0
105,22,12,4,17,87568,0,0
106,22,7,5,18,87621,0,0
107,22,21,10,19,87807,0,0
108,22,16,10,20,88325,0,0
109,23,13,6,1,75190,75110,75787
110,23,8,6,2,75717,75404,75815
111,23,1,1,3,75582,75322,75839
112,23,5,1,4,75295,75389,76164
113,23,9,2,5,75977,75483,76170
114,23,3,3,6,75935,75287,76548
115,23,4,4,7,76646,75827,76852
116,23,15,7,8,76306,75598,77203
117,23,17,9,9,76074,75745,77343
118,23,14,9,10,76086,75839,0
119,23,10,7,11,76285,75907,0
120,23,18,11,12,76259,76101,0
121,23,2,2,13,76650,76455,0
122,23,6,3,14,76756,76479,0
123,23,22,11,15,76208,76537,0
124,23,7,5,16,76806,0,0
125,23,12,4,17,76933,0,0
126,23,20,5,18,76955,0,0
127,23,16,10,19,77225,0,0
128,23,21,10,20,77823,0,0
129,24,1,1,1,76908,77033,77886
130,24,9,2,2,77471,77679,78498
131,24,8,6,3,77301,77364,78735
132,24,4,4,4,77414,77488,78746
133,24,3,3,5,77991,77890,78844
134,24,13,6,6,77231,77353,79048
135,24,5,1,7,77287,77684,79089
136,24,2,2,8,78082,77781,79633
137,24,22,11,9,78256,78020,80848
138,24,17,9,10,77582,77523,0
139,24,10,7,11,78321,78031,0
140,24,6,3,12,77638,78062,0
141,24,14,9,13,78168,78238,0
142,24,15,7,14,78039,78327,0
143,24,12,4,15,78505,78393,0
144,24,7,5,16,78916,0,0
145,24,16,10,17,79108,0,0
146,24,21,10,18,79164,0,0
147,24,18,11,19,83565,0,0
148,24,20,5,20,0,0,0
149,25,8,6,1,75133,75161,76449
150,25,13,6,2,75024,75041,76490
151,25,1,1,3,75634,75293,76693
152,25,4,4,4,75754,75483,76840
153,25,15,7,5,75521,75362,76920
154,25,5,1,6,75965,75639,76944
155,25,9,2,7,75687,75723,77037
156,25,17,9,8,76020,75488,77233
157,25,14,9,9,75801,75654,77426
158,25,10,7,10,75727,75558,77596
159,25,12,4,11,75848,75770,0
160,25,2,2,12,76006,75786,0
161,25,20,5,13,75918,75816,0
162,25,7,5,14,76072,76045,0
163,25,3,3,15,76085,76235,0
164,25,6,3,16,76243,0,0
165,25,18,11,17,76306,0,0
166,25,22,11,18,76330,0,0
167,25,21,10,19,76971,0,0
168,25,16,10,20,77053,0,0
169,26,5,1,1,79957,79597,81049
170,26,17,9,2,80982,79710,81554
171,26,8,6,3,80370,79971,81706
172,26,1,1,4,80288,79537,81835
173,26,2,2,5,81021,79801,81873
174,26,4,4,6,80998,79992,82029
175,26,12,4,7,80818,80115,82491
176,26,20,5,8,80318,80109,83251
177,26,13,6,9,80676,80086,83305
178,26,9,2,10,80444,79788,0
179,26,14,9,11,81224,80174,0
180,26,10,7,12,80893,80274,0
181,26,7,5,13,80584,80531,0
182,26,15,7,14,81145,80601,0
183,26,6,3,15,81407,81112,0
184,26,22,11,16,81512,0,0
185,26,18,11,17,81631,0,0
186,26,3,3,18,81668,0,0
187,26,16,10,19,81786,0,0
188,26,21,10,20,81885,0,0
189,27,1,1,1,75218,74603,75666
190,27,13,6,2,74920,74747,75859
191,27,5,1,3,75476,74855,76143
192,27,15,7,4,75560,75122,76191
193,27,4,4,5,75917,74943,76385
194,27,8,6,6,75201,74949,76389
195,27,9,2,7,75985,75109,76521
196,27,17,9,8,75900,75481,77014
197,27,20,5,9,75532,75420,77244
198,27,14,9,10,75975,75338,77503
199,27,10,7,11,75560,75508,0
200,27,2,2,12,75596,75581,0
201,27,3,3,13,75863,75633,0
202,27,18,11,14,75993,75701,0
203,27,7,5,15,75926,75858,0
204,27,6,3,16,76083,0,0
205,27,12,4,17,76189,0,0
206,27,22,11,18,76246,0,0
207,27,16,10,19,76657,0,0
208,27,21,10,20,76963,0,0
209,28,1,1,1,79376,79473,80899
210,28,5,1,2,79945,79480,81140
211,28,13,6,3,79578,79068,81191
212,28,9,2,4,80053,79776,81281
213,28,10,7,5,79980,79246,81326
214,28,8,6,6,80006,79545,81515
215,28,4,4,7,80229,79816,81698
216,28,17,9,8,80073,80045,81732
217,28,15,7,9,79942,79486,81767
218,28,12,4,10,80583,80131,82371
219,28,20,5,11,80157,80144,0
220,28,18,11,12,80888,80332,0
221,28,14,9,13,80505,80502,0
222,28,7,5,14,80640,80963,0
223,28,3,3,15,80748,0,0
224,28,2,2,16,81045,0,0
225,28,6,3,17,81085,0,0
226,28,22,11,18,81332,0,0
227,28,21,10,19,81670,0,0
228,28,16,10,20,82113,0,0
229,29,13,6,1,98176,97859,98989
230,29,1,1,2,98464,97954,99199
231,29,9,2,3,98347,98050,99392
232,29,8,6,4,98703,98229,99488
233,29,5,1,5,98656,98120,99937
234,29,20,5,6,98140,97842,100142
235,29,15,7,7,97948,97928,100309
236,29,2,2,8,98738,97859,100631
237,29,3,3,9,98595,98336,100721
238,29,7,5,10,98622,98417,100750
239,29,6,3,11,98667,98428,0
240,29,4,4,12,98268,98435,0
241,29,10,7,13,98532,98499,0
242,29,17,9,14,98559,98515,0
243,29,12,4,15,98787,98744,0
244,29,18,11,16,98880,0,0
245,29,14,9,17,99235,0,0
246,29,21,10,18,99268,0,0
247,29,22,11,19,99811,0,0
248,29,16,10,20,99943,0,0
249,30,1,1,1,106887,106088,107338
250,30,13,6,2,106872,106390,107678
251,30,5,1,3,106812,106037,107815
252,30,8,6,4,106960,106298,107991
253,30,2,2,5,107419,106311,108315
254,30,4,4,6,107154,106491,108503
255,30,17,9,7,107270,106814,108735
256,30,9,2,8,107093,106494,108763
257,30,7,5,9,106777,106544,108951
258,30,20,5,10,107152,106804,110319
259,30,15,7,11,107400,106949,0
260,30,12,4,12,107051,106965,0
261,30,10,7,13,107359,106995,0
262,30,14,9,14,107132,107018,0
263,30,3,3,15,107503,107429,0
264,30,22,11,16,108152,0,0
265,30,18,11,17,108211,0,0
266,30,16,10,18,108226,0,0
267,30,6,3,19,108268,0,0
268,30,21,10,20,108447,0,0
269,31,20,5,1,95464,95837,97555
270,31,5,1,2,95214,95843,97631
271,31,17,9,3,96001,96306,98116
272,31,7,5,4,95543,96175,98445
273,31,3,3,5,95485,95898,98767
274,31,13,6,6,95536,96676,98894
275,31,15,7,7,95906,96008,99152
276,31,4,4,8,96297,96518,99751
277,31,10,7,9,95737,96525,99787
278,31,2,2,10,95709,96626,99906
279,31,9,2,11,95553,96697,0
280,31,21,10,12,96280,96698,0
281,31,14,9,13,96485,97283,0
282,31,8,6,14,95965,97521,0
283,31,1,1,15,95394,99265,0
284,31,22,11,16,96509,0,0
285,31,12,4,17,96630,0,0
286,31,6,3,18,96652,0,0
287,31,18,11,19,97006,0,0
288,31,16,10,20,97417,0,0
289,32,13,6,1,104519,104014,104801
290,32,1,1,2,104501,104932,105465
291,32,8,6,3,104282,104232,105616
292,32,9,2,4,104740,104519,105779
293,32,5,1,5,104311,104207,105872
294,32,2,2,6,105548,104520,105964
295,32,20,5,7,105042,104261,106244
296,32,10,7,8,105184,104441,106328
297,32,3,3,9,105103,104429,106610
298,32,6,3,10,105127,104826,107547
299,32,15,7,11,105642,105038,0
300,32,18,11,12,105660,105133,0
301,32,17,9,13,105493,105212,0
302,32,14,9,14,106027,105298,0
303,32,4,4,15,104971,0,0
304,32,12,4,16,106037,0,0
305,32,7,5,17,106389,0,0
306,32,22,11,18,106583,0,0
307,32,16,10,19,107940,0,0
308,32,21,10,20,0,0,0
309,33,1,1,1,78071,77462,78404
310,33,8,6,2,78160,77733,78644
311,33,5,1,3,78220,77360,78821
312,33,4,4,4,78289,77871,78852
313,33,13,6,5,78110,77287,78874
314,33,9,2,6,78684,77931,78979
315,33,15,7,7,78501,77541,79026
316,33,10,7,8,77945,77670,79118
317,33,20,5,9,78559,77714,79638
318,33,7,5,10,78593,78102,80167
319,33,14,9,11,78303,78187,0
320,33,12,4,12,78300,78274,0
321,33,17,9,13,78372,78354,0
322,33,6,3,14,78640,78594,0
323,33,3,3,15,78740,78672,0
324,33,2,2,16,78835,0,0
325,33,22,11,17,78882,0,0
326,33,18,11,18,79100,0,0
327,33,16,10,19,79163,0,0
328,33,21,10,20,79910,0,0
329,34,1,1,1,95566,94947,96303
330,34,8,6,2,95983,95354,96645
331,34,13,6,3,95971,95134,96889
332,34,4,4,4,95769,95461,96926
333,34,5,1,5,95622,95216,96930
334,34,17,9,6,96238,95686,97083
335,34,2,2,7,96223,95402,97201
336,34,20,5,8,95752,95386,97685
337,34,15,7,9,96104,95715,97934
338,34,7,5,10,96239,95478,98884
339,34,12,4,11,96029,95722,0
340,34,9,2,12,96503,95814,0
341,34,10,7,13,96210,95937,0
342,34,22,11,14,96640,96079,0
343,34,3,3,15,96434,96210,0
344,34,14,9,16,96731,0,0
345,34,6,3,17,96863,0,0
346,34,18,11,18,97053,0,0
347,34,16,10,19,97729,0,0
348,34,21,10,20,97739,0,0
349,35,13,6,1,71830,71875,72368
350,35,15,7,2,72226,72107,72737
351,35,8,6,3,72083,71950,72825
352,35,1,1,4,72213,71856,72830
353,35,5,1,5,72366,71768,72917
354,35,4,4,6,72214,72090,72967
355,35,20,5,7,72390,71845,73082
356,35,2,2,8,72371,72026,73297
357,35,7,5,9,72498,72075,74105
358,35,10,7,10,72223,71909,74230
359,35,12,4,11,72348,72137,0
360,35,17,9,12,72409,72289,0
361,35,9,2,13,72381,72300,0
362,35,14,9,14,72690,72717,0
363,35,22,11,15,72548,73139,0
364,35,6,3,16,72800,0,0
365,35,18,11,17,72810,0,0
366,35,3,3,18,73002,0,0
367,35,21,10,19,73426,0,0
368,35,16,10,20,73508,0,0
369,36,8,6,1,86644,85644,86072
370,36,4,1,2,86697,85326,86493
371,36,2,2,3,86895,85358,86556
372,36,1,1,4,86674,85577,86755
373,36,9,2,5,86696,85882,87347
374,36,21,4,6,87270,85944,87634
375,36,17,9,7,86978,86623,87934
376,36,15,7,8,87014,86688,88404
377,36,23,7,9,87328,86739,88692
378,36,11,8,10,87365,86758,88871
379,36,19,8,11,86986,86908,0
380,36,3,3,12,87596,86914,0
381,36,5,4,13,87529,86964,0
382,36,18,11,14,87539,87264,0
383,36,25,3,15,87479,87393,0
384,36,13,6,16,86712,0,0
385,36,22,11,17,87679,0,0
386,36,26,5,18,88305,0,0
387,36,14,9,19,88579,0,0
388,36,24,5,20,89267,0,0
389,36,16,12,21,89339,0,0
390,36,27,12,22,91932,0,0
391,37,13,6,1,95340,94454,95043
392,37,4,1,2,94942,94057,95310
393,37,8,6,3,95138,94687,95479
394,37,1,1,4,95027,94650,96045
395,37,2,2,5,95616,95203,96543
396,37,3,3,6,95755,95380,96829
397,37,9,2,7,95294,94739,96839
398,37,15,7,8,95666,95255,96902
399,37,23,7,9,95735,95595,97078
400,37,17,9,10,95727,95579,97345
401,37,5,4,11,96092,95630,0
402,37,21,4,12,95878,95706,0
403,37,14,9,13,95729,95765,0
404,37,11,8,14,96430,95945,0
405,37,18,11,15,95913,96088,0
406,37,24,5,16,96140,96145,0
407,37,26,5,17,96578,0,0
408,37,19,8,18,96816,0,0
409,37,22,11,19,96827,0,0
410,37,25,3,20,97326,0,0
411,37,27,12,21,98279,0,0
412,37,16,12,22,98414,0,0
413,38,13,6,1,92443,91359,92652
414,38,1,1,2,92580,91752,92935
415,38,8,6,3,93161,91812,93131
416,38,4,1,4,93049,92214,93192
417,38,2,2,5,93164,92154,93404
418,38,9,2,6,93348,92292,93710
419,38,21,4,7,93556,92889,94056
420,38,17,9,8,93496,92808,94106
421,38,15,7,9,93218,92429,94154
422,38,3,3,10,93348,92815,94399
423,38,25,3,11,93759,92914,0
424,38,5,4,12,93467,92935,0
425,38,19,8,13,93299,93082,0
426,38,23,7,14,93923,93294,0
427,38,22,11,15,93776,93624,0
428,38,18,11,16,93967,93731,0
429,38,11,8,17,93984,0,0
430,38,24,5,18,94024,0,0
431,38,26,5,19,94333,0,0
432,38,16,12,20,95280,0,0
433,38,14,9,21,95341,0,0
434,38,27,12,22,95533,0,0
435,39,13,6,1,81375,80597,81420
436,39,4,1,2,81609,80797,81451
437,39,8,6,3,81801,80741,81723
438,39,1,1,4,81120,80713,81785
439,39,9,2,5,81941,81381,82253
440,39,15,7,6,82501,81554,82324
441,39,2,2,7,81625,81113,82389
442,39,5,4,8,81789,81623,82568
443,39,14,9,9,82491,81488,82749
444,39,21,4,10,82064,81676,82881
445,39,3,3,11,81943,81968,0
446,39,22,11,12,82502,82097,0
447,39,11,8,13,82090,82115,0
448,39,18,11,14,82503,82120,0
449,39,19,8,15,82295,0,0
450,39,24,5,16,82508,0,0
451,39,23,7,17,82666,0,0
452,39,25,3,18,82769,0,0
453,39,17,9,19,83398,0,0
454,39,16,12,20,83811,0,0
455,39,27,12,21,83990,0,0
456,39,26,5,22,0,0,0
457,40,4,1,1,76059,75431,75726
458,40,1,1,2,75685,75479,75905
459,40,13,6,3,76786,76033,75967
460,40,21,4,4,77596,76054,76285
461,40,3,3,5,76870,76100,76439
462,40,17,9,6,77816,76420,76783
463,40,2,2,7,77385,75733,76832
464,40,9,2,8,77584,75576,76955
465,40,22,11,9,77244,76454,77498
466,40,18,11,10,77297,76457,77939
467,40,25,3,11,77874,76662,0
468,40,24,5,12,76720,76703,0
469,40,14,9,13,77204,76319,0
470,40,15,7,14,77686,76988,0
471,40,5,4,15,77836,77125,0
472,40,8,6,16,76251,0,0
473,40,19,8,17,78250,0,0
474,40,26,5,18,78390,0,0
475,40,16,12,19,78418,0,0
476,40,23,7,20,78539,0,0
477,40,11,8,21,78554,0,0
478,40,27,12,22,0,0,0
479,41,1,1,1,76576,75486,75707
480,41,4,1,2,76562,75522,76163
481,41,2,2,3,77006,75960,76265
482,41,8,6,4,76468,76592,76411
483,41,13,6,5,76756,76138,76570
484,41,17,9,6,77315,76257,76913
485,41,3,3,7,77015,76190,76919
486,41,9,2,8,77267,76368,76993
487,41,21,4,9,76805,76288,77229
488,41,15,7,10,77324,76600,77747
489,41,11,8,11,77490,76743,0
490,41,24,5,12,77541,76760,0
491,41,22,11,13,77011,77116,0
492,41,14,9,14,77436,77304,0
493,41,18,11,15,77521,77541,0
494,41,26,5,16,77433,77571,0
495,41,19,8,17,77542,0,0
496,41,23,7,18,77634,0,0
497,41,25,3,19,78089,0,0
498,41,16,12,20,78536,0,0
499,41,27,12,21,79196,0,0
500,41,5,4,22,77806,0,0
501,42,1,1,1,72563,72065,72331
502,42,4,1,2,72416,71926,72500
503,42,13,6,3,72731,72180,72703
504,42,8,6,4,72732,72111,72839
505,42,2,2,5,72543,72188,72847
506,42,5,4,6,72998,72599,73308
507,42,20,2,7,72711,72644,73513
508,42,15,7,8,73186,72828,73789
509,42,17,9,9,73425,72788,73871
510,42,21,4,10,73168,72603,73953
511,42,14,9,11,73424,72873,0
512,42,23,7,12,72851,72920,0
513,42,18,11,13,73306,72998,0
514,42,3,3,14,73128,73060,0
515,42,22,11,15,73203,73201,0
516,42,19,8,16,73164,73259,0
517,42,25,3,17,73441,0,0
518,42,11,8,18,73477,0,0
519,42,24,5,19,73484,0,0
520,42,26,5,20,73712,0,0
521,42,16,12,21,74122,0,0
522,42,27,12,22,74597,0,0
523,43,13,6,1,75303,74822,75034
524,43,1,1,2,74805,74795,75104
525,43,8,6,3,74872,74828,75257
526,43,9,2,4,75778,75066,75493
527,43,21,4,5,76047,75227,75674
528,43,5,4,6,75524,75272,75826
529,43,2,2,7,75783,75149,75900
530,43,15,7,8,76118,75379,75935
531,43,3,3,9,76092,75331,76328
532,43,4,1,10,75322,75084,0
533,43,23,7,11,75760,75534,0
534,43,18,11,12,76113,75584,0
535,43,22,11,13,76140,75761,0
536,43,17,9,14,75746,75806,0
537,43,26,5,15,75980,76049,0
538,43,14,9,16,75914,0,0
539,43,24,5,17,76142,0,0
540,43,25,3,18,76241,0,0
541,43,19,8,19,76366,0,0
542,43,27,12,20,77826,0,0
543,43,16,12,21,77914,0,0
544,43,11,8,22,76244,0,0
545,44,1,1,1,79885,79400,79997
546,44,8,6,2,79753,79252,80099
547,44,4,1,3,79330,79152,80146
548,44,13,6,4,79789,79420,80265
549,44,9,2,5,80294,80054,80401
550,44,23,7,6,80513,79860,80515
551,44,5,4,7,80570,80077,80721
552,44,21,4,8,80842,80042,80775
553,44,2,2,9,80533,80178,80894
554,44,15,7,10,81150,80133,81240
555,44,17,9,11,80583,80235,0
556,44,14,9,12,81154,80329,0
557,44,25,3,13,80830,80350,0
558,44,22,11,14,81169,80364,0
559,44,26,5,15,80834,80515,0
560,44,24,5,16,81160,80823,0
561,44,3,3,17,81219,0,0
562,44,18,11,18,81335,0,0
563,44,19,8,19,81448,0,0
564,44,16,12,20,82019,0,0
565,44,11,8,21,82045,0,0
566,44,27,12,22,82586,0,0
567,45,8,6,1,91521,91237,91450
568,45,4,1,2,91074,90983,91741
569,45,13,6,3,91447,90912,91777
570,45,2,2,4,91889,91652,91840
571,45,9,2,5,91961,91444,92122
572,45,17,9,6,92628,91661,92476
573,45,5,4,7,92594,91783,92478
574,45,15,7,8,92381,91859,92501
575,45,23,7,9,92446,91843,92570
576,45,1,1,10,91587,91185,93833
577,45,3,3,11,92116,91978,0
578,45,25,3,12,92173,91996,0
579,45,21,4,13,92378,92009,0
580,45,22,11,14,92674,92221,0
581,45,19,8,15,92793,92451,0
582,45,11,8,16,92678,92838,0
583,45,18,11,17,92983,0,0
584,45,26,5,18,93038,0,0
585,45,24,5,19,93148,0,0
586,45,14,9,20,93151,0,0
587,45,16,12,21,94500,0,0
588,45,28,12,22,95940,0,0
589,46,4,1,1,80425,79661,79674
590,46,1,1,2,79570,79301,79781
591,46,2,2,3,80751,80322,80259
592,46,8,6,4,80435,80107,80410
593,46,3,3,5,80547,80188,80632
594,46,23,7,6,80449,80455,80714
595,46,9,2,7,80366,80703,80876
596,46,21,4,8,81645,80590,81079
597,46,15,7,9,80481,79951,81206
598,46,17,9,10,80794,80439,81256
599,46,14,9,11,81291,80718,0
600,46,5,4,12,80285,80779,0
601,46,25,3,13,81243,80865,0
602,46,13,6,14,80408,81021,0
603,46,19,8,15,81018,81127,0
604,46,24,5,16,81730,81993,0
605,46,18,11,17,81737,0,0
606,46,22,11,18,81877,0,0
607,46,11,8,19,82143,0,0
608,46,20,5,20,82176,0,0
609,46,16,12,21,82737,0,0
610,46,29,12,22,83774,0,0
611,47,13,6,1,87488,87039,87329
612,47,1,1,2,87513,86936,87373
613,47,8,6,3,87294,86902,87545
614,47,4,1,4,87328,86841,87574
615,47,9,2,5,87997,87253,87722
616,47,2,2,6,88099,87253,88037
617,47,5,4,7,88127,87039,88491
618,47,3,3,8,88275,87750,88501
619,47,15,7,9,88318,87801,88740
620,47,21,4,10,88313,87880,89322
621,47,19,8,11,88304,88002,0
622,47,17,9,12,88500,88013,0
623,47,14,9,13,88395,88100,0
624,47,25,3,14,88360,88390,0
625,47,24,5,15,88798,0,0
626,47,23,7,16,88809,0,0
627,47,11,8,17,88953,0,0
628,47,20,5,18,89408,0,0
629,47,16,12,19,89861,0,0
630,47,29,12,20,91479,0,0
631,47,18,11,21,88373,88220,0
632,47,22,11,22,88792,88188,0
633,48,4,1,1,81718,81356,81997
634,48,1,1,2,81956,81746,82033
635,48,13,6,3,82309,81993,82549
636,48,2,2,4,83107,82466,83174
637,48,8,6,5,82673,82369,83183
638,48,9,2,6,83088,82400,83446
639,48,5,4,7,83505,83134,84102
640,48,3,3,8,83333,82748,84382
641,48,15,7,9,83724,83107,84555
642,48,18,11,10,83639,83021,85164
643,48,17,9,11,83575,83166,0
644,48,22,11,12,83474,83176,0
645,48,25,3,13,83739,83209,0
646,48,19,8,14,83646,83274,0
647,48,21,4,15,83559,83325,0
648,48,20,5,16,83578,83351,0
649,48,11,8,17,83749,0,0
650,48,23,7,18,83787,0,0
651,48,24,5,19,83886,0,0
652,48,14,9,20,84019,0,0
653,48,16,12,21,84699,0,0
654,48,29,12,22,85084,0,0
655,49,8,6,1,106241,105070,105994
656,49,13,6,2,106060,105173,106011
657,49,4,1,3,106058,105442,106091
658,49,1,1,4,106437,105132,106406
659,49,3,3,5,106950,106469,107334
660,49,2,2,6,106923,105994,107408
661,49,17,9,7,107084,106426,107524
662,49,15,7,8,107143,106479,107798
663,49,5,4,9,106971,106240,108505
664,49,23,7,10,107300,106618,0
665,49,14,9,11,107340,106800,0
666,49,18,11,12,107473,106955,0
667,49,24,5,13,107576,107115,0
668,49,9,2,14,106707,105884,106996
669,49,25,3,15,107521,107394,0
670,49,20,5,16,107581,0,0
671,49,22,11,17,107954,0,0
672,49,11,8,18,107979,0,0
673,49,16,12,19,108044,0,0
674,49,19,8,20,108199,0,0
675,49,29,12,21,109557,0,0
676,49,21,4,22,107143,106603,0
677,50,1,1,1,85489,84753,85368
678,50,4,1,2,85379,84806,85438
679,50,8,6,3,85390,84988,85515
680,50,13,6,4,85359,85049,85765
681,50,2,2,5,85971,85248,86505
682,50,18,11,6,86614,85454,86913
683,50,17,9,7,85970,85535,86914
684,50,20,5,8,86025,85908,86973
685,50,9,2,9,86300,85530,87225
686,50,21,4,10,86908,86033,0
687,50,5,4,11,87223,86232,0
688,50,14,9,12,86904,86247,0
689,50,15,7,13,86711,86253,0
690,50,24,5,14,87234,86948,0
691,50,23,7,15,87191,0,0
692,50,3,3,16,86579,85816,86728
693,50,22,11,17,87323,0,0
694,50,25,3,18,87454,0,0
695,50,19,8,19,87564,0,0
696,50,16,12,20,88628,0,0
697,50,11,8,21,88762,0,0
698,50,29,12,22,89668,0,0
699,51,1,1,1,95798,95898,95908
700,51,8,6,2,95692,95381,96044
701,51,13,6,3,95792,95795,96221
702,51,4,1,4,95809,95845,96576
703,51,14,9,5,96930,96252,97619
704,51,23,7,6,97134,96709,98013
705,51,17,9,7,97199,96602,98152
706,51,2,2,8,96737,96217,98455
707,51,9,2,9,96309,96116,98472
708,51,18,11,10,97092,96771,99285
709,51,24,5,11,97047,96862,0
710,51,15,7,12,97209,96959,0
711,51,5,4,13,97225,96991,0
712,51,19,8,14,97203,97247,0
713,51,3,3,15,97144,97483,0
714,51,22,11,16,97251,0,0
715,51,20,5,17,97006,96890,0
716,51,21,4,18,97289,0,0
717,51,25,3,19,97456,0,0
718,51,11,8,20,98218,0,0
719,51,16,12,21,98668,0,0
720,51,29,12,22,99336,0,0
721,52,13,6,1,72303,72374,71931
722,52,1,1,2,73033,72295,72082
723,52,8,6,3,73016,72161,72322
724,52,4,1,4,72895,72637,72356
725,52,17,9,5,73081,72683,72928
726,52,2,2,6,73472,72888,73081
727,52,9,2,7,73085,72641,73129
728,52,15,7,8,73470,72832,73195
729,52,14,9,9,73264,72846,73272
730,52,3,3,10,73707,72752,73477
731,52,22,11,11,73661,72932,0
732,52,21,4,12,73482,72968,0
733,52,20,5,13,73853,73058,0
734,52,24,5,14,73607,73251,0
735,52,23,7,15,73767,73315,0
736,52,18,11,16,74054,73469,0
737,52,5,4,17,74078,0,0
738,52,11,8,18,74098,0,0
739,52,6,3,19,74417,0,0
740,52,19,8,20,74596,0,0
741,52,16,12,21,75217,0,0
742,52,29,12,22,75487,0,0
743,53,30,6,1,93310,92025,91431
744,53,13,6,2,93579,92014,91478
745,53,18,11,3,92603,92025,91549
746,53,4,4,4,92433,91215,91702
747,53,31,1,5,93233,91487,92164
748,53,22,11,6,93922,92322,92579
749,53,17,3,7,93454,92309,93006
750,53,32,9,8,94308,92106,93112
751,53,21,4,9,92934,91831,93496
752,53,2,2,10,93374,91958,93926
753,53,35,2,11,93882,92456,0
754,53,3,3,12,92945,92620,0
755,53,14,9,13,93678,92850,0
756,53,15,7,14,93987,93066,0
757,53,24,5,15,94439,93416,0
758,53,26,5,16,93995,94606,0
759,53,23,7,17,94702,0,0
760,53,27,13,18,95723,0,0
761,53,33,13,19,95900,0,0
762,53,11,8,20,97411,0,0
763,53,34,8,21,100270,0,0
764,53,8,1,22,0,0,0
765,54,21,4,1,95488,93622,93840
766,54,18,11,2,95023,93527,93985
767,54,3,3,3,95104,94563,94626
