result_id,race_id,driver_id,constructor_id,status_id,position,grid,positions_gained,points,laps,milliseconds,fastest_lap,rank,fastest_lap_time_ms,fastest_lap_speed
1,18,1,1,1,1,1,0.0,10.0,58,5690616.0,39,2,87452,218.3
2,18,2,2,1,2,5,3.0,8.0,58,5696094.0,41,3,87739,217.586
3,18,3,3,1,3,7,4.0,6.0,58,5698779.0,41,5,88090,216.719
4,18,4,4,1,4,11,7.0,5.0,58,5707797.0,58,7,88603,215.464
5,18,5,1,1,5,3,-2.0,4.0,58,5708630.0,43,1,87418,218.385
6,18,6,3,11,6,13,7.0,3.0,57,0.0,50,14,89639,212.974
7,18,7,5,5,7,17,10.0,2.0,55,0.0,22,12,89533,213.224
8,18,8,6,5,8,15,7.0,1.0,53,0.0,20,4,87902,217.18
9,18,9,2,4,0,2,2.0,0.0,47,0.0,15,9,88753,215.1
10,18,10,7,3,0,18,18.0,0.0,43,0.0,23,13,89558,213.166
11,18,11,8,7,0,19,19.0,0.0,32,0.0,24,15,90892,210.038
12,18,12,4,8,0,20,20.0,0.0,30,0.0,20,16,91384,208.907
13,18,13,6,5,0,4,4.0,0.0,29,0.0,23,6,88175,216.51
14,18,14,9,4,0,8,8.0,0.0,25,0.0,21,11,89502,213.3
15,18,15,7,10,0,6,6.0,0.0,19,0.0,18,10,89310,213.758
16,18,16,10,9,0,22,22.0,0.0,8,0.0,8,17,92021,207.461
17,18,17,9,4,0,14,14.0,0.0,0,0.0,0,0,0,0.0
18,18,18,11,4,0,12,12.0,0.0,0,0.0,0,0,0,0.0
19,18,19,8,4,0,21,21.0,0.0,0,0.0,0,0,0,0.0
20,18,20,5,4,0,9,9.0,0.0,0,0.0,0,0,0,0.0
21,18,21,10,4,0,16,16.0,0.0,0,0.0,0,0,0,0.0
22,18,22,11,2,0,10,10.0,0.0,58,0.0,44,8,88736,215.141
23,19,8,6,1,1,2,1.0,10.0,56,5478555.0,37,2,95405,209.158
24,19,9,2,1,2,4,2.0,8.0,56,5498125.0,39,6,95920,208.033
25,19,5,1,1,3,8,5.0,6.0,56,5517005.0,19,7,95922,208.031
26,19,15,7,1,4,3,-1.0,5.0,56,5524387.0,53,8,96068,207.715
27,19,1,1,1,5,9,4.0,4.0,56,5525103.0,53,3,95462,209.033
28,19,2,2,1,6,5,-1.0,3.0,56,5528388.0,55,1,95366,209.244
29,19,17,9,1,7,6,-1.0,2.0,56,5546685.0,53,12,96696,206.366
30,19,4,4,1,8,7,-1.0,1.0,56,5548596.0,40,10,96288,207.24
31,19,14,9,1,9,12,3.0,0.0,56,5554775.0,55,9,96206,207.417
32,19,18,11,1,10,11,1.0,0.0,56,5564769.0,56,4,95715,208.481
33,19,12,4,1,11,13,2.0,0.0,56,5570757.0,52,15,96956,205.812
34,19,21,10,11,12,17,5.0,0.0,55,0.0,52,16,96962,205.8
35,19,22,11,11,13,14,1.0,0.0,55,0.0,55,11,96693,206.372
36,19,3,3,11,14,16,2.0,0.0,55,0.0,55,13,96782,206.182
37,19,19,8,11,15,21,6.0,0.0,55,0.0,55,18,98170,203.265
38,19,11,8,12,16,19,3.0,0.0,54,0.0,53,19,98503,202.578
39,19,6,3,12,17,22,5.0,0.0,54,0.0,19,17,97711,204.222
40,19,20,5,5,0,15,15.0,0.0,39,0.0,37,14,96870,205.995
41,19,13,6,20,0,1,1.0,0.0,30,0.0,15,5,95914,208.048
42,19,16,10,9,0,20,20.0,0.0,5,0.0,3,20,100330,198.891
43,19,10,7,4,0,10,10.0,0.0,1,0.0,0,0,0,0.0
44,19,7,5,20,0,18,18.0,0.0,0,0.0,0,0,0,0.0
45,20,13,6,1,1,2,1.0,10.0,57,5466970.0,38,3,93600,208.153
46,20,8,6,1,2,4,2.0,8.0,57,5470309.0,35,4,93709,207.911
47,20,9,2,1,3,1,-2.0,6.0,57,5471968.0,55,5,93775,207.765
48,20,2,2,1,4,6,2.0,5.0,57,5475379.0,48,2,93565,208.231
49,20,5,1,1,5,5,0.0,4.0,57,5493759.0,49,1,93193,209.062
50,20,15,7,1,6,7,1.0,3.0,57,5508284.0,45,7,94204,206.819
51,20,17,9,1,7,11,4.0,2.0,57,5512443.0,51,8,94305,206.597
52,20,3,3,1,8,8,0.0,1.0,57,5522859.0,57,6,94072,207.109
53,20,10,7,1,9,13,4.0,0.0,57,5536470.0,56,9,94807,205.503
54,20,4,4,1,10,10,0.0,0.0,57,5544151.0,35,13,95194,204.668
55,20,22,11,1,11,12,1.0,0.0,57,5544832.0,40,10,94854,205.399
56,20,21,10,11,12,18,6.0,0.0,56,0.0,56,11,95057,204.963
57,20,1,1,11,13,3,-10.0,0.0,56,0.0,25,19,95520,203.969
58,20,6,3,11,14,16,2.0,0.0,56,0.0,30,17,95433,204.155
59,20,7,5,11,15,15,0.0,0.0,56,0.0,33,15,95333,204.369
60,20,19,8,11,16,21,5.0,0.0,56,0.0,45,14,95324,204.389
61,20,11,8,11,17,22,5.0,0.0,56,0.0,56,20,95890,203.18
62,20,14,9,11,18,17,-1.0,0.0,56,0.0,43,16,95351,204.331
63,20,16,10,12,19,20,1.0,0.0,56,0.0,55,18,95442,204.136
64,20,12,4,6,0,14,14.0,0.0,40,0.0,31,12,95128,204.808
65,20,18,11,4,0,9,9.0,0.0,19,0.0,11,21,96125,202.686
66,20,20,5,5,0,19,19.0,0.0,0,0.0,0,0,0,0.0
67,21,8,6,1,1,1,0.0,10.0,66,5899051.0,46,1,81670,205.191
68,21,13,6,1,2,3,1.0,8.0,66,5902279.0,45,2,81801,204.863
69,21,1,1,1,3,5,2.0,6.0,66,5903238.0,20,3,82017,204.323
70,21,9,2,1,4,4,0.0,5.0,66,5904745.0,20,4,82106,204.102
71,21,17,9,1,5,7,2.0,4.0,66,5934989.0,19,8,82564,202.969
72,21,18,11,1,6,13,7.0,3.0,66,5952061.0,66,5,82353,203.489
73,21,6,3,1,7,12,5.0,2.0,66,5957295.0,48,15,83549,200.576
74,21,15,7,1,8,8,0.0,1.0,66,5958486.0,45,10,82758,202.494
75,21,2,2,1,9,9,0.0,0.0,66,5962124.0,21,7,82519,203.08
76,21,21,10,11,10,19,9.0,0.0,65,0.0,40,14,83439,200.841
77,21,10,7,11,11,14,3.0,0.0,65,0.0,57,12,83007,201.886
78,21,14,9,11,12,17,5.0,0.0,65,0.0,57,11,82842,202.288
79,21,11,8,11,13,22,9.0,0.0,65,0.0,34,17,84617,198.045
80,21,3,3,5,0,15,15.0,0.0,41,0.0,20,13,83319,201.13
81,21,4,4,5,0,2,2.0,0.0,34,0.0,15,9,82683,202.677
82,21,22,11,4,0,11,11.0,0.0,34,0.0,21,16,83858,199.837
83,21,5,1,3,0,6,6.0,0.0,21,0.0,19,6,82453,203.243
84,21,19,8,21,0,21,21.0,0.0,8,0.0,6,20,86864,192.922
85,21,7,5,4,0,16,16.0,0.0,7,0.0,6,19,85999,194.862
86,21,12,4,4,0,10,10.0,0.0,6,0.0,6,18,85444,196.128
87,21,16,10,4,0,20,20.0,0.0,0,0.0,0,0,0,0.0
88,21,20,5,4,0,18,18.0,0.0,0,0.0,0,0,0,0.0
89,22,13,6,1,1,1,0.0,10.0,58,5209451.0,16,3,86666,221.734
90,22,1,1,1,2,3,1.0,8.0,58,5213230.0,31,2,86529,222.085
91,22,8,6,1,3,4,1.0,6.0,58,5213722.0,20,1,86506,222.144
92,22,9,2,1,4,5,1.0,5.0,58,5231396.0,17,4,86780,221.442
93,22,2,2,1,5,9,4.0,4.0,58,5248192.0,20,5,87219,220.328
94,22,4,4,1,6,7,1.0,3.0,58,5263175.0,57,6,87280,220.174
95,22,17,9,1,7,6,-1.0,2.0,58,5273680.0,14,7,87630,219.294
96,22,3,3,1,8,11,3.0,1.0,58,5280857.0,55,9,87795,218.882
97,22,14,9,1,9,10,1.0,0.0,58,5284721.0,41,12,87966,218.457
98,22,15,7,1,10,8,-2.0,0.0,58,5285795.0,52,11,87926,218.556
99,22,18,11,11,11,13,2.0,0.0,57,0.0,57,13,87998,218.377
100,22,5,1,11,12,2,-10.0,0.0,57,0.0,55,8,87640,219.269
101,22,10,7,11,13,15,2.0,0.0,57,0.0,28,16,88303,217.623
102,22,22,11,11,14,12,-2.0,0.0,57,0.0,56,14,88017,218.33
103,22,12,4,11,15,17,2.0,0.0,57,0.0,40,10,87867,218.703
104,22,16,10,11,16,19,3.0,0.0,57,0.0,35,18,88780,216.454
105,22,20,5,11,17,14,-3.0,0.0,57,0.0,38,15,88180,217.926
106,22,7,5,22,0,18,18.0,0.0,24,0.0,19,17,88745,216.539
107,22,6,3,4,0,16,16.0,0.0,1,0.0,0,0,0,0.0
108,22,21,10,4,0,20,20.0,0.0,0,0.0,0,0,0,0.0
109,23,1,1,1,1,3,2.0,10.0,76,7242742.0,71,6,78510,153.152
110,23,9,2,1,2,5,3.0,8.0,76,7245806.0,75,5,77933,154.286
111,23,13,6,1,3,1,-2.0,6.0,76,7247553.0,76,4,77886,154.379
112,23,17,9,1,4,9,5.0,5.0,76,7262037.0,74,8,79036,152.133
113,23,20,5,1,5,19,14.0,4.0,76,7267399.0,74,7,78787,152.614
114,23,22,11,1,6,14,8.0,3.0,76,7271150.0,75,9,79574,151.104
115,23,6,3,1,7,13,6.0,2.0,76,7272922.0,75,13,79910,150.469
116,23,5,1,1,8,4,-4.0,1.0,76,7275933.0,74,2,77282,155.586
117,23,8,6,1,9,2,-7.0,0.0,76,7276534.0,74,1,76689,156.789
118,23,4,4,11,10,7,-3.0,0.0,75,0.0,73,3,77869,154.413
119,23,18,11,11,11,11,0.0,0.0,75,0.0,74,10,79582,151.089
120,23,10,7,11,12,10,-2.0,0.0,75,0.0,75,11,79618,151.021
121,23,15,7,11,13,8,-5.0,0.0,75,0.0,75,12,79830,150.62
122,23,2,2,14,14,12,-2.0,0.0,72,0.0,72,14,80251,149.829
123,23,16,10,4,0,18,18.0,0.0,67,0.0,60,16,82039,146.564
124,23,3,3,3,0,6,6.0,0.0,59,0.0,58,15,81270,147.951
125,23,12,4,3,0,17,17.0,0.0,47,0.0,40,17,91187,131.86
126,23,21,10,6,0,20,20.0,0.0,36,0.0,33,18,92848,129.5
127,23,14,9,3,0,15,15.0,0.0,7,0.0,7,20,102112,117.753
128,23,7,5,4,0,16,16.0,0.0,7,0.0,7,19,101150,118.872
129,24,9,2,1,1,2,1.0,10.0,70,5784227.0,47,4,77539,202.473
130,24,2,2,1,2,8,6.0,8.0,70,5800722.0,25,2,77430,202.758
131,24,14,9,1,3,13,10.0,6.0,70,5807579.0,36,7,78085,201.057
132,24,10,7,1,4,11,7.0,5.0,70,5826854.0,31,17,79087,198.51
133,24,13,6,1,5,6,1.0,4.0,70,5828161.0,11,6,78006,201.261
134,24,15,7,1,6,14,8.0,3.0,70,5832002.0,38,15,78870,199.056
135,24,22,11,1,7,9,2.0,2.0,70,5837824.0,35,10,78301,200.503
136,24,20,5,1,8,19,11.0,1.0,70,5838347.0,33,12,78532,199.913
137,24,5,1,1,9,7,-2.0,0.0,70,5838660.0,62,11,78462,200.091
138,24,3,3,1,10,5,-5.0,0.0,70,5838976.0,14,5,77977,201.336
139,24,18,11,1,11,20,9.0,0.0,70,5851767.0,58,19,79352,197.847
140,24,17,9,1,12,10,-2.0,0.0,70,5855526.0,51,8,78201,200.759
141,24,7,5,11,13,18,5.0,0.0,69,0.0,34,13,78620,199.689
142,24,21,10,20,0,17,17.0,0.0,51,0.0,41,16,79066,198.563
143,24,6,3,3,0,12,12.0,0.0,46,0.0,30,14,78783,199.273
144,24,4,4,20,0,4,4.0,0.0,44,0.0,16,9,78225,200.697
145,24,12,4,23,0,15,15.0,0.0,43,0.0,16,18,79239,198.129
146,24,8,6,4,0,3,3.0,0.0,19,0.0,14,1,77387,202.871
147,24,1,1,4,0,1,1.0,0.0,19,0.0,4,3,77506,202.559
148,24,16,10,6,0,16,16.0,0.0,13,0.0,7,20,80666,194.624
149,25,13,6,1,1,2,1.0,10.0,70,5510245.0,20,2,76729,206.956
150,25,8,6,1,2,1,-1.0,8.0,70,5528229.0,16,1,76630,207.224
151,25,15,7,1,3,4,1.0,6.0,70,5538495.0,12,7,77567,204.721
152,25,5,1,1,4,10,6.0,5.0,70,5539174.0,46,3,77134,205.87
153,25,9,2,1,5,5,0.0,4.0,70,5540757.0,16,4,77172,205.768
154,25,17,9,1,6,6,0.0,3.0,70,5550549.0,22,6,77507,204.879
155,25,12,4,1,7,9,2.0,2.0,70,5551278.0,24,10,77758,204.218
156,25,4,4,1,8,3,-5.0,1.0,70,5553617.0,39,8,77640,204.525
157,25,14,9,1,9,7,-2.0,0.0,70,5561266.0,23,12,77818,204.06
158,25,1,1,1,10,13,3.0,0.0,70,5564783.0,40,5,77453,205.022
159,25,10,7,1,11,8,-3.0,0.0,70,5567945.0,45,13,77836,204.013
160,25,20,5,1,12,12,0.0,0.0,70,5568310.0,36,11,77760,204.212
161,25,2,2,1,13,11,-2.0,0.0,70,5572324.0,46,9,77716,204.328
162,25,22,11,11,14,20,6.0,0.0,69,0.0,54,14,77969,203.665
163,25,6,3,11,15,15,0.0,0.0,69,0.0,60,15,78054,203.443
164,25,3,3,11,16,19,3.0,0.0,69,0.0,38,17,78311,202.776
165,25,7,5,11,17,14,-3.0,0.0,69,0.0,28,16,78216,203.022
166,25,21,10,11,18,17,-1.0,0.0,69,0.0,53,19,78557,202.141
167,25,16,10,11,19,18,-1.0,0.0,69,0.0,41,18,78462,202.385
168,25,18,11,4,0,16,16.0,0.0,16,0.0,15,20,80876,196.345
169,26,1,1,1,1,4,3.0,10.0,60,5949440.0,16,3,92817,199.398
170,26,2,2,1,2,5,3.0,8.0,60,6018017.0,21,2,92719,199.609
171,26,22,11,1,3,16,13.0,6.0,60,6031713.0,21,11,93386,198.183
172,26,8,6,11,4,3,-1.0,5.0,59,0.0,18,1,92150,200.842
173,26,5,1,11,5,1,-4.0,4.0,59,0.0,17,5,93130,198.728
174,26,4,4,11,6,6,0.0,3.0,59,0.0,17,6,93133,198.722
175,26,15,7,11,7,14,7.0,2.0,59,0.0,22,13,93808,197.292
176,26,6,3,11,8,15,7.0,1.0,59,0.0,21,14,94277,196.31
177,26,3,3,11,9,20,11.0,0.0,59,0.0,21,16,94797,195.234
178,26,17,9,11,10,2,-8.0,0.0,59,0.0,17,4,92952,199.109
179,26,7,5,11,11,13,2.0,0.0,59,0.0,21,9,93366,198.224
180,26,10,7,11,12,12,0.0,0.0,59,0.0,19,15,94610,195.619
181,26,13,6,12,13,9,-4.0,0.0,58,0.0,19,8,93257,198.458
182,26,9,2,20,0,10,10.0,0.0,39,0.0,22,12,93539,197.859
183,26,18,11,20,0,17,17.0,0.0,38,0.0,21,10,93376,198.205
184,26,12,4,20,0,7,7.0,0.0,35,0.0,21,7,93203,198.573
185,26,21,10,20,0,19,19.0,0.0,16,0.0,21,17,94930,194.96
186,26,16,10,20,0,18,18.0,0.0,10,0.0,5,18,98160,188.545
187,26,20,5,4,0,8,8.0,0.0,0,0.0,0,0,0,0.0
188,26,14,9,4,0,11,11.0,0.0,0,0.0,0,0,0,0.0
189,27,1,1,1,1,1,0.0,10.0,67,5480874.0,17,2,76039,216.552
190,27,12,4,1,2,17,15.0,8.0,67,5486460.0,66,9,76910,214.099
191,27,13,6,1,3,2,-1.0,6.0,67,5490213.0,19,5,76502,215.241
192,27,2,2,1,4,12,8.0,5.0,67,5490699.0,52,1,75987,216.7
193,27,5,1,1,5,3,-2.0,4.0,67,5493285.0,63,4,76495,215.261
194,27,8,6,1,6,6,0.0,3.0,67,5495277.0,66,3,76342,215.692
195,27,9,2,1,7,7,0.0,2.0,67,5503556.0,17,6,76610,214.937
196,27,20,5,1,8,9,1.0,1.0,67,5514173.0,20,8,76771,214.484
197,27,15,7,1,9,4,-5.0,0.0,67,5518032.0,17,12,77023,213.785
198,27,3,3,1,10,13,3.0,0.0,67,5518499.0,34,15,77380,212.799
199,27,4,4,1,11,5,-6.0,0.0,67,5519474.0,17,13,77115,213.53
200,27,7,5,1,12,15,3.0,0.0,67,5519985.0,63,10,76969,213.935
201,27,14,9,1,13,10,-3.0,0.0,67,5535845.0,18,11,76994,213.866
202,27,6,3,1,14,16,2.0,0.0,67,5540877.0,23,17,77691,211.947
203,27,16,10,1,15,19,4.0,0.0,67,5550362.0,66,18,77889,211.408
204,27,21,10,1,16,20,4.0,0.0,67,5564967.0,67,20,78208,210.546
205,27,18,11,11,17,14,-3.0,0.0,66,0.0,56,16,77636,212.097
206,27,22,11,4,0,18,18.0,0.0,50,0.0,30,19,77986,211.145
207,27,17,9,5,0,8,8.0,0.0,40,0.0,20,14,77206,213.278
208,27,10,7,22,0,11,11.0,0.0,35,0.0,24,7,76712,214.652
209,28,5,1,1,1,2,1.0,10.0,70,5847067.0,19,7,81753,192.917
210,28,10,7,1,2,5,3.0,8.0,70,5858128.0,42,6,81670,193.111
211,28,8,6,1,3,6,3.0,6.0,70,5863923.0,61,1,81195,194.243
212,28,4,4,1,4,7,3.0,5.0,70,5868681.0,47,8,81793,192.823
213,28,1,1,1,5,1,-4.0,4.0,70,5870115.0,15,3,81493,193.533
214,28,12,4,1,6,10,4.0,3.0,70,5879365.0,64,4,81537,193.428
215,28,15,7,1,7,9,2.0,2.0,70,5883516.0,65,5,81638,193.189
216,28,9,2,1,8,4,-4.0,1.0,70,5895388.0,70,9,81941,192.475
217,28,17,9,1,9,8,-1.0,0.0,70,5905901.0,67,10,82125,192.043
218,28,2,2,1,10,15,5.0,0.0,70,5914776.0,67,11,82183,191.908
219,28,14,9,1,11,13,2.0,0.0,70,5917474.0,67,16,82732,190.634
220,28,18,11,11,12,12,0.0,0.0,69,0.0,63,13,82396,191.409
221,28,6,3,11,13,16,3.0,0.0,69,0.0,67,18,83307,189.319
222,28,3,3,11,14,14,0.0,0.0,69,0.0,57,12,82396,191.409
223,28,21,10,11,15,18,3.0,0.0,69,0.0,68,15,82640,190.844
224,28,22,11,12,16,17,1.0,0.0,68,0.0,65,14,82436,191.319
225,28,13,6,5,17,3,-14.0,0.0,67,0.0,16,2,81355,193.861
226,28,7,5,13,18,19,1.0,0.0,67,0.0,29,17,83220,189.516
227,28,16,10,23,0,20,20.0,0.0,62,0.0,29,19,83650,188.542
228,28,20,5,25,0,11,11.0,0.0,22,0.0,17,20,84222,187.262
229,29,13,6,1,1,1,0.0,10.0,57,5732339.0,36,1,98708,197.637
230,29,1,1,1,2,2,0.0,8.0,57,5737950.0,16,2,98884,197.285
231,29,9,2,1,3,3,0.0,6.0,57,5769692.0,38,4,99330,196.399
232,29,5,1,1,4,5,1.0,5.0,57,5772042.0,19,3,99112,196.831
233,29,15,7,1,5,7,2.0,4.0,57,5783023.0,37,12,99657,195.755
234,29,20,5,1,6,6,0.0,3.0,57,5784964.0,36,6,99485,196.093
235,29,10,7,1,7,13,6.0,2.0,57,5800329.0,54,8,99535,195.995
236,29,3,3,1,8,9,1.0,1.0,57,5803796.0,35,10,99577,195.912
237,29,2,2,1,9,8,-1.0,0.0,57,5814516.0,57,7,99526,196.013
238,29,7,5,1,10,10,0.0,0.0,57,5822133.0,35,11,99639,195.79
239,29,12,4,1,11,15,4.0,0.0,57,5825056.0,29,9,99544,195.977
240,29,17,9,11,12,14,2.0,0.0,56,0.0,27,14,100264,194.57
241,29,18,11,11,13,16,3.0,0.0,56,0.0,21,18,100763,193.606
242,29,21,10,11,14,18,4.0,0.0,56,0.0,54,15,100353,194.397
243,29,6,3,11,15,11,-4.0,0.0,56,0.0,56,13,99803,195.469
244,29,22,11,11,16,19,3.0,0.0,56,0.0,56,16,100593,193.933
245,29,14,9,11,17,17,0.0,0.0,56,0.0,13,19,100978,193.194
246,29,8,6,5,0,4,4.0,0.0,45,0.0,34,5,99424,196.214
247,29,16,10,3,0,20,20.0,0.0,41,0.0,28,17,100661,193.802
248,29,4,4,4,0,12,12.0,0.0,0,0.0,0,0,0,0.0
249,30,13,6,1,1,2,1.0,10.0,44,4979394.0,26,3,108222,232.987
250,30,2,2,1,2,5,3.0,8.0,44,4988777.0,36,7,109067,231.182
251,30,1,1,1,3,1,-2.0,6.0,44,4989933.0,20,2,108134,233.175
252,30,4,4,1,4,6,2.0,5.0,44,4993872.0,25,9,109238,230.82
253,30,20,5,1,5,10,5.0,4.0,44,4993970.0,16,8,109086,231.142
254,30,9,2,1,6,8,2.0,3.0,44,4994431.0,36,5,108965,231.399
255,30,7,5,1,7,9,2.0,2.0,44,4996129.0,31,6,109002,231.32
256,30,17,9,1,8,7,-1.0,1.0,44,5022170.0,34,10,109515,230.236
257,30,10,7,1,9,13,4.0,0.0,44,5046439.0,37,12,110255,228.691
258,30,5,1,6,10,3,-7.0,0.0,43,0.0,35,4,108223,232.985
259,30,14,9,11,11,14,3.0,0.0,43,0.0,19,11,110176,228.853
260,30,3,3,11,12,15,3.0,0.0,43,0.0,32,15,110656,227.862
261,30,16,10,11,13,18,5.0,0.0,43,0.0,27,13,110487,228.211
262,30,6,3,11,14,19,5.0,0.0,43,0.0,35,17,110970,227.218
263,30,18,11,11,15,17,2.0,0.0,43,0.0,19,16,110670,227.832
264,30,15,7,11,16,11,-5.0,0.0,43,0.0,32,14,110543,228.095
265,30,21,10,11,17,20,3.0,0.0,43,0.0,17,19,111701,225.731
266,30,8,6,20,18,4,-14.0,0.0,42,0.0,24,1,107930,233.618
267,30,22,11,6,0,16,16.0,0.0,19,0.0,10,20,112072,224.983
268,30,12,4,20,0,12,12.0,0.0,13,0.0,12,18,111118,226.915
269,31,20,5,1,1,1,0.0,10.0,53,5207494.0,53,14,90510,230.414
270,31,5,1,1,2,2,0.0,8.0,53,5220006.0,53,13,90300,230.95
271,31,9,2,1,3,11,8.0,6.0,53,5227965.0,52,12,90298,230.955
272,31,4,4,1,4,8,4.0,5.0,53,5231397.0,51,9,89961,231.82
273,31,2,2,1,5,10,5.0,4.0,53,5235242.0,53,6,89807,232.217
274,31,13,6,1,6,6,0.0,3.0,53,5236310.0,52,4,89696,232.505
275,31,1,1,1,7,15,8.0,2.0,53,5237406.0,52,5,89721,232.44
276,31,17,9,1,8,3,-5.0,1.0,53,5239542.0,52,3,89681,232.544
277,31,8,6,1,9,14,5.0,0.0,53,5246962.0,53,1,88047,236.859
278,31,12,4,1,10,17,7.0,0.0,53,5261939.0,53,16,90918,229.38
279,31,10,7,1,11,9,-2.0,0.0,53,5266382.0,53,8,89948,231.853
280,31,6,3,1,12,18,6.0,0.0,53,5269509.0,53,11,90215,231.167
281,31,15,7,1,13,7,-6.0,0.0,53,5273448.0,52,15,90853,229.544
282,31,3,3,1,14,5,-9.0,0.0,53,5276129.0,53,10,90019,231.671
283,31,18,11,1,15,19,4.0,0.0,53,5280864.0,52,7,89827,232.166
284,31,14,9,11,16,13,-3.0,0.0,52,0.0,49,17,92459,225.557
285,31,22,11,11,17,16,-1.0,0.0,52,0.0,42,19,93918,222.053
286,31,7,5,11,18,4,-14.0,0.0,52,0.0,52,2,89258,233.646
287,31,16,10,12,19,20,1.0,0.0,51,0.0,51,18,93458,223.146
288,31,21,10,3,0,12,12.0,0.0,11,0.0,6,20,97304,214.326
289,32,4,4,1,1,15,14.0,10.0,61,7036304.0,55,3,105768,172.464
290,32,3,3,1,2,8,6.0,8.0,61,7039261.0,39,5,106454,171.352
291,32,1,1,1,3,2,-1.0,6.0,61,7042221.0,14,4,106072,171.969
292,32,10,7,1,4,7,3.0,5.0,61,7044459.0,50,8,107044,170.408
293,32,20,5,1,5,6,1.0,4.0,61,7046572.0,13,9,107271,170.047
294,32,2,2,1,6,9,3.0,3.0,61,7047405.0,14,11,107306,169.992
295,32,14,9,1,7,14,7.0,2.0,61,7052691.0,41,13,107562,169.587
296,32,6,3,1,8,10,2.0,1.0,61,7054793.0,13,10,107287,170.022
297,32,18,11,1,9,12,3.0,0.0,61,7056189.0,61,15,108128,168.7
298,32,5,1,1,10,5,-5.0,0.0,61,7063206.0,14,12,107337,169.943
299,32,9,2,1,11,4,-7.0,0.0,61,7064279.0,14,6,106899,170.639
300,32,7,5,1,12,17,5.0,0.0,61,7065736.0,29,14,107820,169.181
301,32,13,6,1,13,1,-12.0,0.0,61,7071474.0,13,2,105757,172.482
302,32,21,10,1,14,20,6.0,0.0,61,7079875.0,28,16,109101,167.195
303,32,8,6,3,15,3,-12.0,0.0,57,0.0,14,1,105598,172.74
304,32,15,7,9,0,11,11.0,0.0,50,0.0,32,7,106972,170.523
305,32,16,10,3,0,19,19.0,0.0,49,0.0,38,18,109270,166.936
306,32,17,9,7,0,13,13.0,0.0,29,0.0,13,17,109183,167.069
307,32,22,11,26,0,18,18.0,0.0,14,0.0,13,19,110320,165.348
308,32,12,4,3,0,16,16.0,0.0,13,0.0,13,20,110449,165.154
309,33,4,4,1,1,4,3.0,10.0,67,5421892.0,41,3,79101,207.668
310,33,9,2,1,2,6,4.0,8.0,67,5427175.0,16,7,79292,207.168
311,33,8,6,1,3,2,-1.0,6.0,67,5428292.0,66,2,78995,207.947
312,33,12,4,1,4,12,8.0,5.0,67,5442462.0,54,4,79199,207.411
313,33,15,7,1,5,7,2.0,4.0,67,5445659.0,18,9,79524,206.564
314,33,20,5,1,6,9,3.0,3.0,67,5461099.0,21,12,79617,206.322
315,33,13,6,1,7,5,-2.0,2.0,67,5468050.0,55,1,78426,209.456
316,33,17,9,1,8,13,5.0,1.0,67,5472703.0,30,13,79820,205.798
317,33,2,2,1,9,16,7.0,0.0,67,5476012.0,67,8,79461,206.727
318,33,7,5,1,10,10,0.0,0.0,67,5480977.0,49,6,79262,207.246
319,33,3,3,1,11,15,4.0,0.0,67,5483988.0,66,10,79531,206.545
320,33,1,1,1,12,1,-11.0,0.0,67,5500792.0,65,11,79560,206.47
321,33,22,11,11,13,17,4.0,0.0,66,0.0,66,16,80575,203.869
322,33,18,11,11,14,18,4.0,0.0,66,0.0,66,17,80849,203.178
323,33,6,3,11,15,14,-1.0,0.0,66,0.0,32,15,80364,204.404
324,33,21,10,6,0,20,20.0,0.0,21,0.0,20,19,81577,201.365
325,33,5,1,5,0,3,3.0,0.0,16,0.0,12,5,79258,207.257
326,33,16,10,27,0,19,19.0,0.0,8,0.0,6,18,81189,202.327
327,33,10,7,28,0,8,8.0,0.0,6,0.0,4,14,80254,204.685
328,33,14,9,4,0,11,11.0,0.0,0,0.0,0,0,0,0.0
329,34,1,1,1,1,1,0.0,10.0,56,5517403.0,13,1,96325,203.722
330,34,13,6,1,2,3,1.0,8.0,56,5532328.0,36,4,96591,203.161
331,34,8,6,1,3,2,-1.0,6.0,56,5533848.0,14,2,96483,203.389
332,34,4,4,1,4,4,0.0,5.0,56,5535773.0,56,5,96658,203.018
333,34,2,2,1,5,9,4.0,4.0,56,5546326.0,56,3,96497,203.357
334,34,9,2,1,6,11,5.0,3.0,56,5550622.0,56,7,96854,202.61
335,34,10,7,1,7,12,5.0,2.0,56,5559125.0,56,6,96727,202.876
336,34,12,4,1,8,10,2.0,1.0,56,5574048.0,56,8,96996,202.313
337,34,20,5,1,9,6,-3.0,0.0,56,5581742.0,55,9,97212,201.863
338,34,14,9,1,10,15,5.0,0.0,56,5592245.0,27,14,97753,200.746
339,34,22,11,1,11,13,2.0,0.0,56,5602464.0,56,16,97845,200.558
340,34,6,3,1,12,17,5.0,0.0,56,5608250.0,54,17,98019,200.202
341,34,7,5,1,13,8,-5.0,0.0,56,5608860.0,36,12,97452,201.366
342,34,17,9,1,14,16,2.0,0.0,56,5609825.0,10,13,97680,200.896
343,34,3,3,11,15,14,-1.0,0.0,55,0.0,38,10,97246,201.793
344,34,18,11,11,16,18,2.0,0.0,55,0.0,54,15,97773,200.705
345,34,21,10,11,17,20,3.0,0.0,55,0.0,54,18,98372,199.483
346,34,5,1,9,0,5,5.0,0.0,49,0.0,32,11,97301,201.677
