result_id,race_id,driver_id,constructor_id,status_id,position,grid,positions_gained,points,laps,milliseconds,fastest_lap,rank,fastest_lap_time_ms,fastest_lap_speed
1914,109,35,16,10,0,12,12.0,0.0,0,0.0,0,0,0,0.0
1915,110,21,17,1,1,8,7.0,10.0,54,5478200.0,0,0,0,0.0
1916,110,8,1,1,2,4,2.0,8.0,54,5479145.0,0,0,0,0.0
1917,110,4,4,1,3,10,7.0,6.0,54,5484548.0,0,0,0,0.0
1918,110,14,1,1,4,2,-2.0,5.0,54,5486296.0,0,0,0,0.0
1919,110,49,15,1,5,14,9.0,4.0,54,5486842.0,0,0,0,0.0
1920,110,35,16,1,6,13,7.0,3.0,54,5494254.0,0,0,0,0.0
1921,110,23,3,1,7,6,-1.0,2.0,54,5516726.0,0,0,0,0.0
1922,110,15,4,1,8,5,-3.0,1.0,54,5524127.0,0,0,0,0.0
1923,110,17,19,3,9,3,-6.0,0.0,53,0.0,0,0,0,0.0
1924,110,43,7,11,10,18,8.0,0.0,53,0.0,0,0,0,0.0
1925,110,22,6,69,0,1,1.0,0.0,47,0.0,0,0,0,0.0
1926,110,18,16,3,0,11,11.0,0.0,33,0.0,0,0,0,0.0
1927,110,50,18,20,0,19,19.0,0.0,31,0.0,0,0,0,0.0
1928,110,30,6,3,0,7,7.0,0.0,27,0.0,0,0,0,0.0
1929,110,31,3,3,0,9,9.0,0.0,25,0.0,0,0,0,0.0
1930,110,42,19,3,0,17,17.0,0.0,25,0.0,0,0,0,0.0
1931,110,44,7,4,0,15,15.0,0.0,18,0.0,0,0,0,0.0
1932,110,52,17,22,0,16,16.0,0.0,18,0.0,0,0,0,0.0
1933,110,51,18,20,0,20,20.0,0.0,16,0.0,0,0,0,0.0
1934,110,2,15,5,0,12,12.0,0.0,8,0.0,0,0,0,0.0
1935,111,30,6,1,1,1,0.0,10.0,62,5292058.0,0,0,0,0.0
1936,111,8,1,1,2,6,4.0,8.0,62,5293940.0,0,0,0,0.0
1937,111,22,6,1,3,3,0.0,6.0,62,5294349.0,0,0,0,0.0
1938,111,23,3,1,4,2,-2.0,5.0,62,5300861.0,0,0,0,0.0
1939,111,14,1,1,5,12,7.0,4.0,62,5301469.0,0,0,0,0.0
1940,111,4,4,1,6,8,2.0,3.0,62,5335747.0,0,0,0,0.0
1941,111,31,3,1,7,4,-3.0,2.0,62,5337329.0,0,0,0,0.0
1942,111,18,16,11,8,9,1.0,1.0,61,0.0,0,0,0,0.0
1943,111,44,7,11,9,10,1.0,0.0,61,0.0,0,0,0,0.0
1944,111,2,15,11,10,11,1.0,0.0,61,0.0,0,0,0,0.0
1945,111,49,15,11,11,14,3.0,0.0,61,0.0,0,0,0,0.0
1946,111,43,7,11,12,13,1.0,0.0,61,0.0,0,0,0,0.0
1947,111,15,4,11,13,16,3.0,0.0,61,0.0,0,0,0,0.0
1948,111,42,19,12,14,15,1.0,0.0,60,0.0,0,0,0,0.0
1949,111,21,17,15,15,17,2.0,0.0,57,0.0,0,0,0,0.0
1950,111,17,19,30,0,5,5.0,0.0,54,0.0,0,0,0,0.0
1951,111,52,17,70,0,19,19.0,0.0,51,0.0,0,0,0,0.0
1952,111,50,18,10,0,20,20.0,0.0,38,0.0,0,0,0,0.0
1953,111,51,18,71,0,18,18.0,0.0,23,0.0,0,0,0,0.0
1954,111,35,16,5,0,7,7.0,0.0,19,0.0,0,0,0,0.0
1955,112,30,6,1,1,1,0.0,10.0,65,5626933.0,0,0,0,0.0
1956,112,4,4,1,2,3,1.0,8.0,65,5632633.0,0,0,0,0.0
1957,112,22,6,1,3,2,-1.0,6.0,65,5644933.0,0,0,0,0.0
1958,112,31,3,1,4,9,5.0,5.0,65,5688933.0,0,0,0,0.0
1959,112,23,3,11,5,7,2.0,4.0,64,0.0,0,0,0,0.0
1960,112,43,7,11,6,13,7.0,3.0,64,0.0,0,0,0,0.0
1961,112,17,19,11,7,12,5.0,2.0,64,0.0,0,0,0,0.0
1962,112,52,17,12,8,15,7.0,1.0,63,0.0,0,0,0,0.0
1963,112,18,16,12,9,5,-4.0,0.0,63,0.0,0,0,0,0.0
1964,112,2,15,12,10,14,4.0,0.0,63,0.0,0,0,0,0.0
1965,112,51,18,12,11,18,7.0,0.0,63,0.0,0,0,0,0.0
1966,112,50,18,13,12,19,7.0,0.0,62,0.0,0,0,0,0.0
1967,112,21,17,5,0,17,17.0,0.0,43,0.0,0,0,0,0.0
1968,112,44,7,6,0,6,6.0,0.0,41,0.0,0,0,0,0.0
1969,112,49,15,22,0,10,10.0,0.0,38,0.0,0,0,0,0.0
1970,112,14,1,4,0,8,8.0,0.0,17,0.0,0,0,0,0.0
1971,112,35,16,10,0,11,11.0,0.0,12,0.0,0,0,0,0.0
1972,112,15,4,4,0,4,4.0,0.0,0,0.0,0,0,0,0.0
1973,112,42,19,72,0,16,16.0,0.0,0,0.0,0,0,0,0.0
1974,112,8,1,4,0,20,20.0,0.0,0,0.0,0,0,0,0.0
1975,113,30,6,1,1,1,0.0,10.0,69,5044888.0,0,0,0,0.0
1976,113,8,1,1,2,2,0.0,8.0,69,5048250.0,0,0,0,0.0
1977,113,22,6,1,3,5,2.0,6.0,69,5048839.0,0,0,0,0.0
1978,113,18,16,1,4,7,3.0,5.0,69,5087131.0,0,0,0,0.0
1979,113,14,1,1,5,14,9.0,4.0,69,5104628.0,0,0,0,0.0
1980,113,23,3,11,6,10,4.0,3.0,68,0.0,0,0,0,0.0
1981,113,17,19,11,7,17,10.0,2.0,68,0.0,0,0,0,0.0
1982,113,15,4,11,8,6,-2.0,1.0,68,0.0,0,0,0,0.0
1983,113,42,19,11,9,8,-1.0,0.0,68,0.0,0,0,0,0.0
1984,113,43,7,11,10,13,3.0,0.0,68,0.0,0,0,0,0.0
1985,113,52,17,11,11,16,5.0,0.0,68,0.0,0,0,0,0.0
1986,113,35,16,11,12,12,0.0,0.0,68,0.0,0,0,0,0.0
1987,113,51,18,12,13,18,5.0,0.0,67,0.0,0,0,0,0.0
1988,113,21,17,69,0,9,9.0,0.0,60,0.0,0,0,0,0.0
1989,113,2,15,5,0,4,4.0,0.0,46,0.0,0,0,0,0.0
1990,113,4,4,5,0,19,19.0,0.0,44,0.0,0,0,0,0.0
1991,113,31,3,5,0,3,3.0,0.0,32,0.0,0,0,0,0.0
1992,113,44,7,22,0,11,11.0,0.0,6,0.0,0,0,0,0.0
1993,113,50,18,8,0,20,20.0,0.0,0,0.0,0,0,0,0.0
1994,113,49,15,8,0,15,15.0,0.0,0,0.0,0,0,0,0.0
1995,114,31,3,1,1,3,2.0,10.0,78,6139010.0,0,0,0,0.0
1996,114,8,1,1,2,2,0.0,8.0,78,6139612.0,0,0,0,0.0
1997,114,30,6,1,3,5,2.0,6.0,78,6140730.0,0,0,0,0.0
1998,114,23,3,1,4,1,-3.0,5.0,78,6167528.0,0,0,0,0.0
1999,114,4,4,1,5,8,3.0,4.0,78,6175261.0,0,0,0,0.0
2000,114,15,4,1,6,4,-2.0,3.0,78,6179982.0,0,0,0,0.0
2001,114,14,1,1,7,6,-1.0,2.0,78,6180237.0,0,0,0,0.0
2002,114,22,6,1,8,7,-1.0,1.0,78,6192276.0,0,0,0,0.0
2003,114,43,7,11,9,10,1.0,0.0,77,0.0,0,0,0,0.0
2004,114,21,17,11,10,12,2.0,0.0,77,0.0,0,0,0,0.0
2005,114,2,15,12,11,14,3.0,0.0,76,0.0,0,0,0,0.0
2006,114,52,17,12,12,16,4.0,0.0,76,0.0,0,0,0,0.0
2007,114,44,7,14,13,17,4.0,0.0,74,0.0,0,0,0,0.0
2008,114,35,16,5,0,11,11.0,0.0,63,0.0,0,0,0,0.0
2009,114,51,18,69,0,19,19.0,0.0,29,0.0,0,0,0,0.0
2010,114,50,18,69,0,18,18.0,0.0,28,0.0,0,0,0,0.0
2011,114,17,19,9,0,9,9.0,0.0,16,0.0,0,0,0,0.0
2012,114,42,19,10,0,13,13.0,0.0,10,0.0,0,0,0,0.0
2013,114,49,15,3,0,15,15.0,0.0,0,0.0,0,0,0,0.0
2014,114,18,16,73,0,20,20.0,0.0,0,0.0,0,0,0,0.0
2015,115,30,6,1,1,3,2.0,10.0,70,5473591.0,0,0,0,0.0
2016,115,23,3,1,2,1,-1.0,8.0,70,5474375.0,0,0,0,0.0
2017,115,31,3,1,3,2,-1.0,6.0,70,5474946.0,0,0,0,0.0
2018,115,4,4,1,4,4,0.0,5.0,70,5478072.0,0,0,0,0.0
2019,115,22,6,1,5,5,0.0,4.0,70,5537852.0,0,0,0,0.0
2020,115,8,1,1,6,20,14.0,3.0,70,5544093.0,0,0,0,0.0
2021,115,17,19,11,7,6,-1.0,2.0,69,0.0,0,0,0,0.0
2022,115,44,7,11,8,7,-1.0,1.0,69,0.0,0,0,0,0.0
2023,115,50,18,12,9,15,6.0,0.0,68,0.0,0,0,0,0.0
2024,115,42,19,14,10,13,3.0,0.0,64,0.0,0,0,0,0.0
2025,115,43,7,16,11,9,-2.0,0.0,64,0.0,0,0,0,0.0
2026,115,51,18,6,0,18,18.0,0.0,60,0.0,0,0,0,0.0
2027,115,18,16,6,0,17,17.0,0.0,51,0.0,0,0,0,0.0
2028,115,14,1,6,0,11,11.0,0.0,47,0.0,0,0,0,0.0
2029,115,2,15,5,0,12,12.0,0.0,47,0.0,0,0,0,0.0
2030,115,15,4,3,0,8,8.0,0.0,22,0.0,0,0,0,0.0
2031,115,21,17,6,0,16,16.0,0.0,20,0.0,0,0,0,0.0
2032,115,52,17,5,0,19,19.0,0.0,20,0.0,0,0,0,0.0
2033,115,35,16,23,0,14,14.0,0.0,14,0.0,0,0,0,0.0
2034,115,49,15,40,0,10,10.0,0.0,6,0.0,0,0,0,0.0
2035,116,23,3,1,1,3,2.0,10.0,60,5683622.0,0,0,0,0.0
2036,116,31,3,1,2,4,2.0,8.0,60,5700443.0,0,0,0,0.0
2037,116,22,6,1,3,5,2.0,6.0,60,5723295.0,0,0,0,0.0
2038,116,4,4,1,4,8,4.0,5.0,60,5749353.0,0,0,0,0.0
2039,116,30,6,1,5,2,-3.0,4.0,60,5749784.0,0,0,0,0.0
2040,116,17,19,11,6,11,5.0,3.0,59,0.0,0,0,0,0.0
2041,116,18,16,11,7,12,5.0,2.0,59,0.0,0,0,0,0.0
2042,116,2,15,11,8,20,12.0,1.0,59,0.0,0,0,0,0.0
2043,116,49,15,11,9,15,6.0,0.0,59,0.0,0,0,0,0.0
2044,116,42,19,11,10,16,6.0,0.0,59,0.0,0,0,0,0.0
2045,116,52,17,12,11,14,3.0,0.0,58,0.0,0,0,0,0.0
2046,116,21,17,12,12,13,1.0,0.0,58,0.0,0,0,0,0.0
2047,116,51,18,12,13,19,6.0,0.0,58,0.0,0,0,0,0.0
2048,116,50,18,13,14,18,4.0,0.0,57,0.0,0,0,0,0.0
2049,116,14,1,14,15,9,-6.0,0.0,56,0.0,0,0,0,0.0
2050,116,43,7,5,0,10,10.0,0.0,53,0.0,0,0,0,0.0
2051,116,35,16,6,0,17,17.0,0.0,51,0.0,0,0,0,0.0
2052,116,15,4,32,0,6,6.0,0.0,37,0.0,0,0,0,0.0
2053,116,44,7,20,0,7,7.0,0.0,37,0.0,0,0,0,0.0
2054,116,8,1,5,0,1,1.0,0.0,25,0.0,0,0,0,0.0
2055,117,23,3,1,1,1,0.0,10.0,70,5449213.0,0,0,0,0.0
2056,117,31,3,1,2,2,0.0,8.0,70,5463026.0,0,0,0,0.0
2057,117,30,6,1,3,3,0.0,6.0,70,5468781.0,0,0,0,0.0
2058,117,8,1,1,4,4,0.0,5.0,70,5487260.0,0,0,0,0.0
2059,117,14,1,1,5,5,0.0,4.0,70,5489502.0,0,0,0,0.0
2060,117,17,19,1,6,9,3.0,3.0,70,5515593.0,0,0,0,0.0
2061,117,22,6,11,7,8,1.0,2.0,69,0.0,0,0,0,0.0
2062,117,44,7,11,8,10,2.0,1.0,69,0.0,0,0,0,0.0
2063,117,35,16,11,9,12,3.0,0.0,69,0.0,0,0,0,0.0
2064,117,42,19,11,10,11,1.0,0.0,69,0.0,0,0,0,0.0
2065,117,43,7,11,11,13,2.0,0.0,69,0.0,0,0,0,0.0
2066,117,49,15,12,12,16,4.0,0.0,68,0.0,0,0,0,0.0
2067,117,2,15,12,13,15,2.0,0.0,68,0.0,0,0,0,0.0
2068,117,51,18,13,14,20,6.0,0.0,67,0.0,0,0,0,0.0
2069,117,52,17,13,15,18,3.0,0.0,67,0.0,0,0,0,0.0
2070,117,50,18,14,16,19,3.0,0.0,66,0.0,0,0,0,0.0
2071,117,15,4,5,0,6,6.0,0.0,45,0.0,0,0,0,0.0
2072,117,4,4,5,0,7,7.0,0.0,43,0.0,0,0,0,0.0
2073,117,21,17,5,0,17,17.0,0.0,42,0.0,0,0,0,0.0
2074,117,18,16,74,0,14,14.0,0.0,23,0.0,0,0,0,0.0
2075,118,22,6,1,1,1,0.0,10.0,60,5317554.0,0,0,0,0.0
2076,118,31,3,1,2,7,5.0,8.0,60,5323016.0,0,0,0,0.0
2077,118,8,1,1,3,3,0.0,6.0,60,5328210.0,0,0,0,0.0
2078,118,30,6,1,4,5,1.0,5.0,60,5343202.0,0,0,0,0.0
2079,118,14,1,1,5,12,7.0,4.0,60,5354381.0,0,0,0,0.0
2080,118,15,4,1,6,2,-4.0,3.0,60,5360621.0,0,0,0,0.0
2081,118,43,7,1,7,6,-1.0,2.0,60,5362639.0,0,0,0,0.0
2082,118,18,16,1,8,20,12.0,1.0,60,5363032.0,0,0,0,0.0
2083,118,23,3,1,9,4,-5.0,0.0,60,5375586.0,0,0,0,0.0
2084,118,35,16,1,10,9,-1.0,0.0,60,5381123.0,0,0,0,0.0
2085,118,44,7,1,11,13,2.0,0.0,60,5382761.0,0,0,0,0.0
2086,118,49,15,1,12,14,2.0,0.0,60,5383118.0,0,0,0,0.0
2087,118,52,17,11,13,17,4.0,0.0,59,0.0,0,0,0,0.0
2088,118,17,19,11,14,11,-3.0,0.0,59,0.0,0,0,0,0.0
2089,118,50,18,12,15,19,4.0,0.0,58,0.0,0,0,0,0.0
2090,118,51,18,12,16,18,2.0,0.0,58,0.0,0,0,0,0.0
2091,118,2,15,12,17,16,-1.0,0.0,58,0.0,0,0,0,0.0
2092,118,4,4,6,0,8,8.0,0.0,52,0.0,0,0,0,0.0
2093,118,21,17,22,0,15,15.0,0.0,44,0.0,0,0,0,0.0
2094,118,42,19,5,0,10,10.0,0.0,32,0.0,0,0,0,0.0
2095,119,31,3,1,1,1,0.0,10.0,67,5328769.0,0,0,0,0.0
2096,119,14,1,1,2,10,8.0,8.0,67,5394228.0,0,0,0,0.0
2097,119,15,4,1,3,4,1.0,6.0,67,5397829.0,0,0,0,0.0
2098,119,4,4,1,4,8,4.0,5.0,67,5398113.0,0,0,0,0.0
2099,119,44,7,11,5,7,2.0,4.0,66,0.0,0,0,0,0.0
2100,119,43,7,11,6,9,3.0,3.0,66,0.0,0,0,0,0.0
2101,119,30,6,11,7,6,-1.0,2.0,66,0.0,0,0,0,0.0
2102,119,18,16,11,8,17,9.0,1.0,66,0.0,0,0,0,0.0
2103,119,35,16,12,9,13,4.0,0.0,65,0.0,0,0,0,0.0
2104,119,2,15,12,10,15,5.0,0.0,65,0.0,0,0,0,0.0
2105,119,17,19,3,11,11,0.0,0.0,64,0.0,0,0,0,0.0
2106,119,53,18,15,12,20,8.0,0.0,62,0.0,0,0,0,0.0
2107,119,21,17,5,13,13,0.0,0.0,60,0.0,0,0,0,0.0
2108,119,50,18,9,0,19,19.0,0.0,23,0.0,0,0,0,0.0
2109,119,51,19,6,0,16,16.0,0.0,6,0.0,0,0,0,0.0
2110,119,23,3,3,0,2,2.0,0.0,1,0.0,0,0,0,0.0
2111,119,49,15,3,0,14,14.0,0.0,1,0.0,0,0,0,0.0
2112,119,22,6,3,0,3,3.0,0.0,0,0.0,0,0,0,0.0
2113,119,8,1,3,0,5,5.0,0.0,0,0.0,0,0,0,0.0
2114,119,52,17,3,0,18,18.0,0.0,0,0.0,0,0,0,0.0
2115,120,4,4,1,1,1,0.0,10.0,70,5941460.0,0,0,0,0.0
2116,120,8,1,1,2,7,5.0,8.0,70,5958228.0,0,0,0,0.0
2117,120,31,3,1,3,4,1.0,6.0,70,5975997.0,0,0,0,0.0
2118,120,23,3,1,4,2,-2.0,5.0,70,5977080.0,0,0,0,0.0
2119,120,14,1,1,5,9,4.0,4.0,70,5997995.0,0,0,0,0.0
2120,120,17,19,1,6,3,-3.0,3.0,70,6014103.0,0,0,0,0.0
2121,120,15,4,11,7,6,-1.0,2.0,69,0.0,0,0,0,0.0
2122,120,30,6,11,8,8,0.0,1.0,69,0.0,0,0,0,0.0
2123,120,2,15,11,9,11,2.0,0.0,69,0.0,0,0,0,0.0
2124,120,18,16,11,10,14,4.0,0.0,69,0.0,0,0,0,0.0
2125,120,43,7,12,11,15,4.0,0.0,68,0.0,0,0,0,0.0
2126,120,50,18,13,12,18,6.0,0.0,67,0.0,0,0,0,0.0
2127,120,53,18,14,13,20,7.0,0.0,66,0.0,0,0,0,0.0
2128,120,49,15,60,0,17,17.0,0.0,47,0.0,0,0,0,0.0
2129,120,51,19,5,0,12,12.0,0.0,42,0.0,0,0,0,0.0
2130,120,47,17,5,0,19,19.0,0.0,34,0.0,0,0,0,0.0
2131,120,44,7,6,0,10,10.0,0.0,33,0.0,0,0,0,0.0
2132,120,21,17,5,0,13,13.0,0.0,28,0.0,0,0,0,0.0
2133,120,22,6,22,0,5,5.0,0.0,19,0.0,0,0,0,0.0
2134,120,35,16,9,0,16,16.0,0.0,14,0.0,0,0,0,0.0
2135,121,30,6,1,1,1,0.0,10.0,53,4459838.0,0,0,0,0.0
2136,121,31,3,1,2,2,0.0,8.0,53,4465132.0,0,0,0,0.0
2137,121,22,6,1,3,3,0.0,6.0,53,4471673.0,0,0,0,0.0
2138,121,8,1,1,4,4,0.0,5.0,53,4472672.0,0,0,0,0.0
2139,121,48,3,1,5,5,0.0,4.0,53,4487729.0,0,0,0,0.0
2140,121,35,16,11,6,10,4.0,3.0,52,0.0,0,0,0,0.0
2141,121,17,19,11,7,11,4.0,2.0,52,0.0,0,0,0,0.0
2142,121,4,4,11,8,20,12.0,1.0,52,0.0,0,0,0,0.0
2143,121,2,15,11,9,16,7.0,0.0,52,0.0,0,0,0,0.0
2144,121,21,17,11,10,13,3.0,0.0,52,0.0,0,0,0,0.0
2145,121,47,17,12,11,18,7.0,0.0,51,0.0,0,0,0,0.0
2146,121,53,18,12,12,19,7.0,0.0,51,0.0,0,0,0,0.0
2147,121,49,15,13,13,14,1.0,0.0,50,0.0,0,0,0,0.0
2148,121,14,1,32,0,8,8.0,0.0,45,0.0,0,0,0,0.0
2149,121,44,7,23,0,9,9.0,0.0,35,0.0,0,0,0,0.0
2150,121,50,18,44,0,17,17.0,0.0,27,0.0,0,0,0,0.0
2151,121,18,16,6,0,7,7.0,0.0,24,0.0,0,0,0,0.0
2152,121,43,7,27,0,12,12.0,0.0,3,0.0,0,0,0,0.0
2153,121,51,19,6,0,15,15.0,0.0,2,0.0,0,0,0,0.0
2154,121,15,4,9,0,6,6.0,0.0,0,0.0,0,0,0,0.0
2155,122,30,6,1,1,7,6.0,10.0,73,5615997.0,0,0,0,0.0
2156,122,8,1,1,2,1,-1.0,8.0,73,5634255.0,0,0,0,0.0
2157,122,49,15,1,3,15,12.0,6.0,73,5653961.0,0,0,0,0.0
2158,122,15,4,1,4,10,6.0,5.0,73,5664326.0,0,0,0,0.0
2159,122,2,15,1,5,13,8.0,4.0,73,5672400.0,0,0,0,0.0
2160,122,31,3,11,6,4,-2.0,3.0,72,0.0,0,0,0,0.0
2161,122,21,17,11,7,17,10.0,2.0,72,0.0,0,0,0,0.0
2162,122,51,19,12,8,16,8.0,1.0,71,0.0,0,0,0,0.0
2163,122,43,7,12,9,9,0.0,0.0,71,0.0,0,0,0,0.0
2164,122,50,18,14,10,19,9.0,0.0,69,0.0,0,0,0,0.0
2165,122,53,18,14,11,20,9.0,0.0,69,0.0,0,0,0,0.0
2166,122,35,16,5,0,12,12.0,0.0,63,0.0,0,0,0,0.0
2167,122,52,17,20,0,18,18.0,0.0,48,0.0,0,0,0,0.0
2168,122,14,1,6,0,8,8.0,0.0,45,0.0,0,0,0,0.0
2169,122,4,4,5,0,6,6.0,0.0,44,0.0,0,0,0,0.0
2170,122,18,16,5,0,11,11.0,0.0,41,0.0,0,0,0,0.0
2171,122,44,7,3,0,3,3.0,0.0,27,0.0,0,0,0,0.0
2172,122,17,19,3,0,14,14.0,0.0,21,0.0,0,0,0,0.0
2173,122,23,3,3,0,5,5.0,0.0,21,0.0,0,0,0,0.0
2174,122,22,6,4,0,2,2.0,0.0,2,0.0,0,0,0,0.0
2175,123,22,6,1,1,1,0.0,10.0,53,5111743.0,0,0,0,0.0
2176,123,8,1,1,2,8,6.0,8.0,53,5122828.0,0,0,0,0.0
2177,123,14,1,1,3,7,4.0,6.0,53,5123357.0,0,0,0,0.0
2178,123,18,16,1,4,9,5.0,5.0,53,5144849.0,0,0,0,0.0
2179,123,15,4,1,5,20,15.0,4.0,53,5146012.0,0,0,0,0.0
2180,123,11,16,1,6,13,7.0,3.0,53,5163435.0,0,0,0,0.0
2181,123,43,7,1,7,3,-4.0,2.0,53,5168537.0,0,0,0,0.0
2182,123,30,6,1,8,14,6.0,1.0,53,5171230.0,0,0,0,0.0
2183,123,2,15,1,9,11,2.0,0.0,53,5171902.0,0,0,0,0.0
2184,123,44,7,1,10,4,-6.0,0.0,53,5173587.0,0,0,0,0.0
2185,123,17,19,1,11,6,-5.0,0.0,53,5182748.0,0,0,0,0.0
2186,123,23,3,11,12,19,7.0,0.0,52,0.0,0,0,0,0.0
2187,123,51,19,11,13,10,-3.0,0.0,52,0.0,0,0,0,0.0
2188,123,52,17,12,14,15,1.0,0.0,51,0.0,0,0,0,0.0
2189,123,50,18,12,15,17,2.0,0.0,51,0.0,0,0,0,0.0
2190,123,53,18,13,16,18,2.0,0.0,50,0.0,0,0,0,0.0
2191,123,21,17,60,0,16,16.0,0.0,33,0.0,0,0,0,0.0
2192,123,4,4,5,0,5,5.0,0.0,17,0.0,0,0,0,0.0
2193,123,49,15,5,0,12,12.0,0.0,9,0.0,0,0,0,0.0
2194,123,31,3,9,0,2,2.0,0.0,9,0.0,0,0,0,0.0
2195,124,30,6,1,1,2,1.0,10.0,58,5736792.0,0,0,0,0.0
2196,124,31,3,1,2,6,4.0,6.0,58,5755420.0,0,0,0,0.0
2197,124,8,1,1,3,5,2.0,4.0,58,5761859.0,0,0,0,0.0
2198,124,56,19,11,4,19,15.0,3.0,57,0.0,0,0,0,0.0
2199,124,17,18,12,5,18,13.0,2.0,56,0.0,0,0,0,0.0
2200,124,63,7,12,6,14,8.0,1.0,56,0.0,0,0,0,0.0
2201,124,62,18,13,7,21,14.0,0.0,55,0.0,0,0,0,0.0
2202,124,37,19,15,8,20,12.0,0.0,53,0.0,0,0,0,0.0
2203,124,14,1,6,0,4,4.0,0.0,33,0.0,0,0,0,0.0
2204,124,35,16,41,0,13,13.0,0.0,27,0.0,0,0,0,0.0
2205,124,49,21,2,0,15,15.0,0.0,16,0.0,0,0,0,0.0
2206,124,59,21,2,0,17,17.0,0.0,15,0.0,0,0,0,0.0
2207,124,11,17,10,0,22,22.0,0.0,12,0.0,0,0,0,0.0
2208,124,15,4,20,0,7,7.0,0.0,8,0.0,0,0,0,0.0
2209,124,22,6,4,0,1,1.0,0.0,0,0.0,0,0,0,0.0
2210,124,23,3,4,0,3,3.0,0.0,0,0.0,0,0,0,0.0
2211,124,21,17,4,0,8,8.0,0.0,0,0.0,0,0,0,0.0
2212,124,13,15,4,0,9,9.0,0.0,0,0.0,0,0,0,0.0
2213,124,2,15,4,0,10,10.0,0.0,0,0.0,0,0,0,0.0
2214,124,18,4,4,0,11,11.0,0.0,0,0.0,0,0,0,0.0
2215,124,44,16,4,0,12,12.0,0.0,0,0.0,0,0,0,0.0
2216,124,66,7,4,0,16,16.0,0.0,0,0.0,0,0,0,0.0
2217,125,23,3,1,1,4,3.0,10.0,56,5652912.0,0,0,0,0.0
2218,125,31,3,1,2,2,0.0,6.0,56,5692612.0,0,0,0,0.0
2219,125,30,6,1,3,1,-2.0,4.0,56,5714707.0,0,0,0,0.0
2220,125,18,4,1,4,8,4.0,3.0,56,5722679.0,0,0,0,0.0
2221,125,2,15,11,5,7,2.0,2.0,55,0.0,0,0,0,0.0
2222,125,13,15,11,6,14,8.0,1.0,55,0.0,0,0,0,0.0
2223,125,66,7,11,7,19,12.0,0.0,55,0.0,0,0,0,0.0
2224,125,35,16,11,8,13,5.0,0.0,55,0.0,0,0,0,0.0
2225,125,11,17,12,9,15,6.0,0.0,54,0.0,0,0,0,0.0
2226,125,37,19,12,10,17,7.0,0.0,54,0.0,0,0,0,0.0
2227,125,49,21,12,11,11,0.0,0.0,54,0.0,0,0,0,0.0
2228,125,63,7,13,12,10,-2.0,0.0,53,0.0,0,0,0,0.0
2229,125,21,17,13,13,9,-4.0,0.0,53,0.0,0,0,0,0.0
2230,125,22,6,5,0,3,3.0,0.0,39,0.0,0,0,0,0.0
2231,125,17,18,10,0,21,21.0,0.0,34,0.0,0,0,0,0.0
2232,125,56,19,9,0,20,20.0,0.0,30,0.0,0,0,0,0.0
2233,125,62,18,6,0,22,22.0,0.0,29,0.0,0,0,0,0.0
2234,125,8,1,5,0,5,5.0,0.0,24,0.0,0,0,0,0.0
2235,125,59,21,74,0,16,16.0,0.0,20,0.0,0,0,0,0.0
2236,125,14,1,5,0,6,6.0,0.0,15,0.0,0,0,0,0.0
2237,125,44,16,8,0,18,18.0,0.0,9,0.0,0,0,0,0.0
2238,125,15,4,25,0,12,12.0,0.0,9,0.0,0,0,0,0.0
2239,126,30,6,1,1,2,1.0,10.0,71,5503662.0,0,0,0,0.0
2240,126,23,3,1,2,3,1.0,6.0,71,5504250.0,0,0,0,0.0
2241,126,14,1,1,3,4,1.0,4.0,71,5562771.0,0,0,0,0.0
2242,126,18,4,1,4,7,3.0,3.0,71,5570545.0,0,0,0,0.0
2243,126,31,3,1,5,1,-4.0,2.0,71,5571225.0,0,0,0,0.0
2244,126,63,7,11,6,10,4.0,1.0,70,0.0,0,0,0,0.0
2245,126,56,19,11,7,13,6.0,0.0,70,0.0,0,0,0,0.0
2246,126,37,19,11,8,11,3.0,0.0,70,0.0,0,0,0,0.0
2247,126,11,17,12,9,19,10.0,0.0,69,0.0,0,0,0,0.0
2248,126,35,16,5,10,15,5.0,0.0,68,0.0,0,0,0,0.0
2249,126,17,18,13,11,20,9.0,0.0,68,0.0,0,0,0,0.0
2250,126,8,1,46,12,5,-7.0,0.0,67,0.0,0,0,0,0.0
2251,126,62,18,14,13,22,9.0,0.0,67,0.0,0,0,0,0.0
2252,126,2,15,23,0,9,9.0,0.0,61,0.0,0,0,0,0.0
2253,126,15,4,5,0,6,6.0,0.0,60,0.0,0,0,0,0.0
2254,126,13,15,4,0,12,12.0,0.0,41,0.0,0,0,0,0.0
2255,126,66,7,20,0,16,16.0,0.0,40,0.0,0,0,0,0.0
2256,126,44,16,6,0,17,17.0,0.0,25,0.0,0,0,0,0.0
2257,126,49,21,22,0,18,18.0,0.0,25,0.0,0,0,0,0.0
2258,126,59,21,22,0,21,21.0,0.0,19,0.0,0,0,0,0.0
2259,126,22,6,9,0,8,8.0,0.0,16,0.0,0,0,0,0.0
2260,126,21,17,5,0,14,14.0,0.0,6,0.0,0,0,0,0.0
2261,127,30,6,1,1,1,0.0,10.0,62,5350789.0,0,0,0,0.0
2262,127,22,6,1,2,2,0.0,6.0,62,5368696.0,0,0,0,0.0
2263,127,23,3,1,3,3,0.0,4.0,62,5370544.0,0,0,0,0.0
